DataLoader: found 20 files matching finewebedu10B/finewebedu_train_*.bin
/workspace/nanoGPT_1GPU_SPEEDRUN/train_gpt2_3060ti.py:304: UserWarning: The given buffer is not writable, and PyTorch does not support non-writable tensors. This means you can write to the underlying (supposedly non-writable) buffer using the tensor. You may want to copy the buffer to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:1581.)
  return torch.frombuffer(f.read(), dtype=torch.uint16)[256*2:]
DataLoader: found 1 files matching finewebedu10B/finewebedu_val_*.bin
Running in BF16 mode (no FP8 - RTX 3060 Ti)
Run ID: 7d8bdb2b-ff88-44e0-819b-82c8cd584709
GPU: RTX 3060 Ti (8GB)
Config: batch_size=8, seq_len=12288, iters=7000
Tokens per step: 98,304
Total tokens: 688.1M
Val every 250 steps

Step	Loss	ValLoss	Time(ms)	kt/s	Window	ETA(m)
1248	4.094		2885	34.1	512	276.6
1249	4.219		2891	34.0	512	277.1
1250	4.406		2891	34.0	512	277.1
1251	3.875	4.191	2882	34.1	512	276.2
1252	4.250		2883	34.1	512	276.3
1253	4.031		2880	34.1	512	275.9
1254	4.219		2873	34.2	512	275.2
1255	4.031		2876	34.2	512	275.5
1256	4.469		2884	34.1	512	276.1
1257	4.219		2892	34.0	512	276.8
1258	4.250		2869	34.3	512	274.6
1259	4.375		2873	34.2	512	275.0
1260	4.438		2883	34.1	512	275.8
1261	4.438		2895	34.0	512	276.9
1262	4.188		2876	34.2	512	275.1
1263	4.125		2874	34.2	512	274.8
1264	4.156		2880	34.1	512	275.4
1265	4.250		2875	34.2	512	274.9
1266	4.250		2882	34.1	512	275.4
1267	4.156		2868	34.3	512	274.1
1268	4.062		2877	34.2	512	274.9
1269	4.156		2882	34.1	512	275.3
1270	3.891		2878	34.2	512	274.9
1271	4.219		2873	34.2	512	274.3
1272	4.156		2878	34.2	512	274.8
1273	3.922		2882	34.1	512	275.2
1274	4.156		2872	34.2	512	274.1
1275	4.062		2875	34.2	512	274.4
1276	4.938		2887	34.1	512	275.5
1277	4.094		2867	34.3	512	273.5
1278	4.406		2890	34.0	512	275.6
1279	4.094		2876	34.2	512	274.3
1280	3.984		2888	34.0	512	275.4
1281	4.000		2887	34.0	512	275.2
1282	4.000		2870	34.2	512	273.6
1283	4.250		2881	34.1	512	274.5
1284	3.969		2891	34.0	512	275.5
1285	4.156		2895	34.0	512	275.8
1286	4.094		2883	34.1	512	274.6
1287	4.188		2871	34.2	512	273.4
1288	4.281		2878	34.2	512	274.0
1289	4.094		2890	34.0	512	275.1
1290	3.609		2909	33.8	512	276.9
1291	4.469		2884	34.1	512	274.4
1292	4.812		2902	33.9	512	276.1
1293	4.031		2892	34.0	512	275.1
1294	4.219		2870	34.3	512	273.0
1295	4.344		2895	34.0	512	275.3
1296	4.281		2873	34.2	512	273.2
1297	4.031		2887	34.1	512	274.5
1298	4.312		2880	34.1	512	273.7
1299	4.062		2869	34.3	512	272.6
1300	4.281		2888	34.0	512	274.4
1301	4.094		2879	34.2	512	273.5
1302	4.125		2883	34.1	512	273.8
1303	4.000		2869	34.3	512	272.5
1304	4.625		2879	34.1	512	273.4
1305	4.250		2873	34.2	512	272.7
1306	4.156		2873	34.2	512	272.7
1307	4.281		2877	34.2	512	273.0
1308	4.031		2879	34.1	512	273.2
1309	3.891		2889	34.0	512	274.0
1310	4.156		2876	34.2	512	272.8
1311	4.312		2886	34.1	512	273.7
1312	4.062		2890	34.0	512	274.0
1313	3.875		2876	34.2	512	272.7
1314	4.125		2899	33.9	512	274.8
1315	4.250		2875	34.2	512	272.5
1316	4.250		2884	34.1	512	273.2
1317	4.000		2873	34.2	512	272.2
1318	4.281		2875	34.2	512	272.3
1319	4.219		2881	34.1	512	272.8
1320	3.984		2876	34.2	512	272.4
1321	3.984		2888	34.0	512	273.4
1322	4.188		2869	34.3	512	271.5
1323	3.875		2860	34.4	512	270.7
1324	4.031		2879	34.1	512	272.4
1325	4.250		2865	34.3	512	271.1
1326	4.344		2888	34.0	512	273.2
1327	4.188		2871	34.2	512	271.5
1328	4.156		2868	34.3	512	271.2
1329	3.609		2895	34.0	512	273.7
1330	4.156		2868	34.3	512	271.0
1331	4.281		2861	34.4	512	270.4
1332	4.094		2872	34.2	512	271.3
1333	3.844		2862	34.3	512	270.4
1334	4.156		2878	34.2	512	271.8
1335	4.219		2878	34.2	512	271.8
1336	4.188		2868	34.3	512	270.8
1337	4.469		2892	34.0	512	273.0
1338	4.156		2878	34.2	512	271.7
1339	3.969		2873	34.2	512	271.1
1340	4.188		2879	34.2	512	271.6
1341	4.094		2890	34.0	512	272.6
1342	4.156		2888	34.0	512	272.4
1343	4.094		2871	34.2	512	270.7
1344	4.188		2878	34.2	512	271.4
1345	4.062		2874	34.2	512	270.9
1346	4.250		2888	34.0	512	272.2
1347	3.953		2867	34.3	512	270.1
1348	3.922		2879	34.1	512	271.2
1349	4.094		2871	34.2	512	270.5
1350	3.953		2888	34.0	512	272.0
1351	4.250		2872	34.2	512	270.4
1352	3.969		2862	34.4	512	269.4
1353	4.188		2877	34.2	512	270.8
1354	4.156		2870	34.3	512	270.1
1355	4.125		2877	34.2	512	270.7
1356	4.219		2878	34.2	512	270.8
1357	3.984		2862	34.3	512	269.2
1358	4.500		2889	34.0	512	271.7
1359	3.938		2868	34.3	512	269.7
1360	4.000		2879	34.1	512	270.7
1361	3.906		2863	34.3	512	269.1
1362	4.281		2860	34.4	512	268.8
1363	3.938		2881	34.1	512	270.7
1364	4.125		2864	34.3	512	269.1
1365	4.031		2869	34.3	512	269.5
1366	4.156		2859	34.4	512	268.5
1367	4.062		2873	34.2	512	269.8
1368	4.281		2893	34.0	512	271.6
1369	4.031		2872	34.2	512	269.5
1370	3.922		2896	33.9	512	271.8
1371	4.062		2864	34.3	512	268.8
1372	4.094		2875	34.2	512	269.7
1373	4.281		2891	34.0	512	271.2
1374	3.953		2883	34.1	512	270.4
1375	3.891		2877	34.2	512	269.8
1376	4.125		2871	34.2	512	269.2
1377	3.859		2877	34.2	512	269.6
1378	4.125		2882	34.1	512	270.1
1379	4.094		2880	34.1	512	269.9
1380	3.984		2879	34.1	512	269.7
1381	3.984		2865	34.3	512	268.3
1382	3.984		2872	34.2	512	269.0
1383	3.984		2881	34.1	512	269.8
1384	4.062		2874	34.2	512	269.1
1385	4.062		2881	34.1	512	269.6
1386	3.953		2871	34.2	512	268.7
1387	4.156		2876	34.2	512	269.1
1388	4.156		2893	34.0	512	270.6
1389	4.250		2886	34.1	512	270.0
1390	4.000		2864	34.3	512	267.8
1391	3.984		2867	34.3	512	268.1
1392	4.219		2876	34.2	512	268.9
1393	3.953		2892	34.0	512	270.3
1394	3.891		2875	34.2	512	268.7
1395	4.062		2868	34.3	512	267.9
1396	4.312		2886	34.1	512	269.6
1397	4.094		2883	34.1	512	269.2
1398	4.062		2870	34.3	512	268.0
1399	4.031		2878	34.2	512	268.7
1400	3.875		2878	34.2	512	268.7
1401	4.281		2880	34.1	512	268.8
1402	3.938		2869	34.3	512	267.7
1403	4.094		2885	34.1	512	269.2
1404	4.031		2883	34.1	512	269.0
1405	4.188		2866	34.3	512	267.3
1406	3.953		2886	34.1	512	269.1
1407	3.969		2876	34.2	512	268.1
1408	4.188		2878	34.2	512	268.2
1409	4.031		2876	34.2	512	268.0
1410	4.125		2875	34.2	512	267.9
1411	4.062		2895	34.0	512	269.7
1412	3.969		2868	34.3	512	267.1
1413	3.844		2881	34.1	512	268.3
1414	4.062		2889	34.0	512	269.0
1415	4.062		2876	34.2	512	267.8
1416	4.062		2888	34.0	512	268.8
1417	3.906		2870	34.3	512	267.1
1418	3.984		2875	34.2	512	267.5
1419	4.000		2872	34.2	512	267.2
1420	3.953		2872	34.2	512	267.2
1421	4.281		2876	34.2	512	267.5
1422	4.094		2880	34.1	512	267.8
1423	3.938		2873	34.2	512	267.1
1424	4.000		2884	34.1	512	268.1
1425	4.000		2880	34.1	512	267.6
1426	4.250		2883	34.1	512	267.9
1427	3.891		2879	34.1	512	267.5
1428	3.938		2882	34.1	512	267.7
1429	3.797		2878	34.2	512	267.3
1430	4.312		2883	34.1	512	267.7
1431	3.953		2879	34.1	512	267.3
1432	3.922		2870	34.2	512	266.4
1433	3.844		2894	34.0	512	268.6
1434	3.688		2888	34.0	512	268.0
1435	3.938		2878	34.2	512	267.0
1436	4.125		2880	34.1	512	267.2
1437	4.156		2870	34.3	512	266.1
1438	3.828		2895	34.0	512	268.4
1439	3.938		2866	34.3	512	265.6
1440	3.953		2887	34.1	512	267.6
1441	3.859		2868	34.3	512	265.8
1442	3.859		2877	34.2	512	266.6
1443	4.469		2905	33.8	512	269.1
1444	3.672		2875	34.2	512	266.2
1445	4.062		2876	34.2	512	266.3
1446	3.953		2884	34.1	512	267.0
1447	3.844		2908	33.8	512	269.2
1448	4.125		2895	34.0	512	267.9
1449	3.812		2875	34.2	512	266.1
1450	4.094		2890	34.0	512	267.4
1451	3.969		2873	34.2	512	265.7
1452	4.000		2879	34.1	512	266.3
1453	3.906		2877	34.2	512	266.0
1454	4.188		2871	34.2	512	265.4
1455	3.906		2885	34.1	512	266.6
1456	3.859		2876	34.2	512	265.8
1457	4.406		2899	33.9	512	267.9
1458	3.922		2886	34.1	512	266.6
1459	3.828		2872	34.2	512	265.3
1460	4.281		2893	34.0	512	267.1
1461	4.031		2875	34.2	512	265.4
1462	4.375		2884	34.1	512	266.2
1463	3.797		2892	34.0	512	266.9
1464	3.984		2882	34.1	512	265.9
1465	4.000		2882	34.1	512	265.9
1466	4.000		2881	34.1	512	265.8
1467	3.828		2877	34.2	512	265.4
1468	3.938		2890	34.0	512	266.5
1469	4.406		2885	34.1	512	266.0
1470	4.000		2872	34.2	512	264.7
1471	3.641		2875	34.2	512	265.0
1472	4.031		2871	34.2	512	264.5
1473	3.766		2879	34.1	512	265.3
1474	4.094		2885	34.1	512	265.8
1475	4.000		2885	34.1	512	265.7
1476	3.969		2885	34.1	512	265.7
1477	4.125		2887	34.0	512	265.8
1478	3.812		2865	34.3	512	263.7
1479	3.812		2879	34.1	512	265.0
1480	4.125		2878	34.2	512	264.8
1481	3.969		2873	34.2	512	264.3
1482	3.828		2881	34.1	512	265.0
1483	4.156		2875	34.2	512	264.4
1484	4.031		2888	34.0	512	265.6
1485	4.031		2879	34.1	512	264.7
1486	4.938		2886	34.1	512	265.3
1487	4.062		2895	34.0	512	266.0
1488	4.250		2876	34.2	512	264.2
1489	4.031		2876	34.2	512	264.2
1490	4.375		2876	34.2	512	264.2
1491	4.250		2894	34.0	512	265.8
1492	4.500		2892	34.0	512	265.5
1493	4.406		2883	34.1	512	264.7
1494	4.125		2884	34.1	512	264.7
1495	4.250		2873	34.2	512	263.6
1496	4.000		2896	33.9	512	265.7
1497	4.219		2867	34.3	512	263.0
1498	4.188		2892	34.0	512	265.3
1499	4.219		2891	34.0	512	265.1
1500	4.125		2888	34.0	512	264.8
1501	4.094	4.154	2880	34.1	512	264.0
1502	4.031		2883	34.1	512	264.2
1503	4.094		2875	34.2	512	263.4
1504	4.000		2874	34.2	512	263.3
1505	4.125		2875	34.2	512	263.3
1506	4.281		2864	34.3	512	262.3
1507	4.156		2881	34.1	512	263.8
1508	4.156		2870	34.3	512	262.7
1509	3.766		2885	34.1	512	264.1
1510	4.469		2875	34.2	512	263.1
1511	4.000		2865	34.3	512	262.1
1512	3.953		2884	34.1	512	263.8
1513	3.984		2868	34.3	512	262.3
1514	3.984		2882	34.1	512	263.6
1515	4.156		2883	34.1	512	263.6
1516	4.031		2884	34.1	512	263.6
1517	4.438		2892	34.0	512	264.4
1518	4.250		2874	34.2	512	262.7
1519	3.984		2870	34.3	512	262.2
1520	4.031		2887	34.1	512	263.7
1521	4.188		2887	34.0	512	263.7
1522	3.906		2868	34.3	512	261.9
1523	4.094		2882	34.1	512	263.2
1524	4.062		2891	34.0	512	263.9
1525	3.828		2916	33.7	512	266.1
1526	4.156		2881	34.1	512	262.9
1527	3.812		2881	34.1	512	262.8
1528	4.125		2871	34.2	512	261.8
1529	3.969		2869	34.3	512	261.6
1530	4.156		2879	34.1	512	262.5
1531	4.406		2894	34.0	512	263.8
1532	4.156		2874	34.2	512	262.0
1533	4.125		2885	34.1	512	262.9
1534	4.156		2875	34.2	512	262.0
1535	4.062		2866	34.3	512	261.1
1536	4.188		2891	34.0	512	263.3
1537	4.094		2882	34.1	512	262.5
1538	3.984		2893	34.0	512	263.4
1539	4.406		2876	34.2	512	261.9
1540	4.031		2872	34.2	512	261.4
1541	4.250		2880	34.1	512	262.1
1542	4.156		2876	34.2	512	261.7
1543	4.156		2882	34.1	512	262.1
1544	4.250		2875	34.2	512	261.5
1545	4.125		2863	34.3	512	260.3
1546	4.125		2892	34.0	512	263.0
1547	4.062		2868	34.3	512	260.7
1548	4.375		2880	34.1	512	261.8
1549	3.906		2879	34.1	512	261.6
1550	3.938		2873	34.2	512	261.0
1551	4.250		2884	34.1	512	262.0
1552	4.125		2873	34.2	512	260.9
1553	3.969		2885	34.1	512	261.9
1554	4.094		2879	34.1	512	261.4
1555	4.094		2874	34.2	512	260.8
1556	4.062		2882	34.1	512	261.5
1557	4.031		2860	34.4	512	259.5
1558	4.125		2877	34.2	512	261.0
1559	4.031		2858	34.4	512	259.2
1560	4.188		2882	34.1	512	261.4
1561	4.219		2866	34.3	512	259.9
1562	4.219		2885	34.1	512	261.5
1563	3.672		2888	34.0	512	261.7
1564	4.000		2873	34.2	512	260.3
1565	4.031		2872	34.2	512	260.2
1566	4.281		2870	34.3	512	260.0
1567	4.156		2882	34.1	512	261.0
1568	4.000		2874	34.2	512	260.3
1569	3.984		2879	34.1	512	260.7
1570	3.844		2887	34.0	512	261.4
1571	4.219		2884	34.1	512	261.0
1572	3.922		2878	34.2	512	260.4
1573	3.938		2878	34.2	512	260.4
1574	4.406		2880	34.1	512	260.5
1575	3.844		2886	34.1	512	261.0
1576	3.891		2889	34.0	512	261.2
1577	4.125		2890	34.0	512	261.3
1578	4.188		2888	34.0	512	261.0
1579	4.094		2889	34.0	512	261.1
1580	4.062		2874	34.2	512	259.6
1581	4.219		2873	34.2	512	259.5
1582	4.031		2886	34.1	512	260.6
1583	4.125		2866	34.3	512	258.8
1584	4.125		2859	34.4	512	258.2
1585	3.938		2858	34.4	512	258.0
1586	4.062		2878	34.2	512	259.7
1587	4.094		2878	34.2	512	259.7
1588	4.281		2880	34.1	512	259.8
1589	4.250		2885	34.1	512	260.2
1590	4.125		2867	34.3	512	258.5
1591	3.953		2868	34.3	512	258.6
1592	4.031		2889	34.0	512	260.4
1593	4.281		2892	34.0	512	260.6
1594	4.188		2877	34.2	512	259.2
1595	4.156		2868	34.3	512	258.4
1596	3.953		2882	34.1	512	259.7
1597	3.906		2880	34.1	512	259.4
1598	4.000		2874	34.2	512	258.8
1599	4.125		2888	34.0	512	260.0
1600	4.250		2882	34.1	512	259.5
1601	3.984		2857	34.4	512	257.1
1602	4.000		2881	34.1	512	259.3
1603	4.031		2879	34.1	512	259.0
1604	4.188		2888	34.0	512	259.8
1605	4.688		2904	33.9	512	261.2
1606	3.875		2893	34.0	512	260.2
1607	3.938		2898	33.9	512	260.6
1608	4.031		2886	34.1	512	259.4
1609	4.000		2885	34.1	512	259.3
1610	3.844		2875	34.2	512	258.3
1611	4.062		2875	34.2	512	258.3
1612	3.906		2862	34.4	512	257.0
1613	4.156		2899	33.9	512	260.4
1614	4.031		2876	34.2	512	258.2
1615	4.219		2893	34.0	512	259.7
1616	4.031		2876	34.2	512	258.2
1617	4.219		2876	34.2	512	258.1
1618	3.688		2867	34.3	512	257.2
1619	4.250		2870	34.2	512	257.5
1620	4.094		2878	34.2	512	258.1
1621	4.406		2884	34.1	512	258.6
1622	4.188		2864	34.3	512	256.7
1623	4.000		2871	34.2	512	257.3
1624	4.125		2898	33.9	512	259.7
1625	4.094		2874	34.2	512	257.5
1626	3.875		2871	34.2	512	257.2
1627	4.031		2872	34.2	512	257.2
1628	4.125		2879	34.1	512	257.8
1629	4.000		2891	34.0	512	258.8
1630	3.719		2870	34.3	512	256.9
1631	3.969		2874	34.2	512	257.2
1632	3.969		2880	34.1	512	257.7
1633	4.062		2885	34.1	512	258.1
1634	4.094		2888	34.0	512	258.3
1635	4.188		2877	34.2	512	257.3
1636	3.844		2876	34.2	512	257.2
1637	4.062		2877	34.2	512	257.2
1638	4.000		2876	34.2	512	257.1
1639	3.938		2864	34.3	512	256.0
1640	3.734		2884	34.1	512	257.7
1641	4.062		2877	34.2	512	257.0
1642	3.797		2875	34.2	512	256.7
1643	3.875		2877	34.2	512	256.9
1644	3.797		2874	34.2	512	256.6
1645	3.594		2881	34.1	512	257.2
1646	4.219		2891	34.0	512	258.0
1647	3.984		2894	34.0	512	258.2
1648	3.906		2891	34.0	512	257.9
1649	4.000		2879	34.2	512	256.8
1650	4.500		2898	33.9	512	258.5
1651	3.797		2872	34.2	512	256.1
1652	4.062		2871	34.2	512	256.0
1653	3.672		2882	34.1	512	256.9
1654	4.188		2882	34.1	512	256.8
1655	4.062		2884	34.1	512	256.9
1656	3.891		2865	34.3	512	255.2
1657	4.062		2876	34.2	512	256.2
1658	4.062		2882	34.1	512	256.7
1659	3.969		2867	34.3	512	255.2
1660	3.969		2874	34.2	512	255.9
1661	4.219		2879	34.1	512	256.2
1662	3.891		2878	34.2	512	256.1
1663	3.609		2872	34.2	512	255.5
1664	4.062		2868	34.3	512	255.1
1665	4.125		2874	34.2	512	255.6
1666	4.031		2867	34.3	512	254.9
1667	3.812		2883	34.1	512	256.3
1668	4.031		2874	34.2	512	255.5
1669	3.859		2874	34.2	512	255.4
1670	3.672		2884	34.1	512	256.2
1671	3.516		2895	34.0	512	257.1
1672	3.906		2885	34.1	512	256.2
1673	3.859		2872	34.2	512	255.0
1674	3.922		2877	34.2	512	255.4
1675	3.812		2873	34.2	512	255.0
1676	3.891		2889	34.0	512	256.4
1677	3.594		2883	34.1	512	255.8
1678	3.797		2865	34.3	512	254.2
1679	4.094		2881	34.1	512	255.5
1680	4.094		2879	34.1	512	255.3
1681	4.000		2876	34.2	512	255.0
1682	3.781		2885	34.1	512	255.8
1683	4.062		2875	34.2	512	254.8
1684	3.922		2889	34.0	512	256.0
1685	3.859		2874	34.2	512	254.6
1686	3.625		2876	34.2	512	254.8
1687	4.000		2878	34.2	512	254.9
1688	3.922		2870	34.2	512	254.2
1689	3.922		2872	34.2	512	254.3
1690	4.094		2879	34.2	512	254.8
1691	4.062		2888	34.0	512	255.6
1692	3.844		2880	34.1	512	254.8
1693	3.672		2873	34.2	512	254.2
1694	3.922		2875	34.2	512	254.3
1695	3.797		2875	34.2	512	254.2
1696	3.953		2887	34.0	512	255.3
1697	3.625		2878	34.2	512	254.5
1698	3.922		2890	34.0	512	255.4
1699	3.688		2892	34.0	512	255.6
1700	3.719		2878	34.2	512	254.3
1701	4.219		2884	34.1	512	254.7
1702	3.891		2877	34.2	512	254.1
1703	3.719		2874	34.2	512	253.7
1704	3.859		2889	34.0	512	255.1
1705	4.094		2880	34.1	512	254.2
1706	3.781		2889	34.0	512	254.9
1707	3.906		2870	34.3	512	253.2
1708	3.781		2879	34.1	512	254.0
1709	3.656		2869	34.3	512	253.1
1710	3.641		2872	34.2	512	253.3
1711	3.797		2880	34.1	512	253.9
1712	3.844		2878	34.2	512	253.7
1713	3.641		2892	34.0	512	254.9
1714	3.516		2882	34.1	512	253.9
1715	3.781		2874	34.2	512	253.2
1716	4.594		2884	34.1	512	254.0
1717	3.812		2885	34.1	512	254.0
1718	3.906		2880	34.1	512	253.6
1719	3.750		2882	34.1	512	253.7
1720	3.938		2881	34.1	512	253.6
1721	4.125		2892	34.0	512	254.5
1722	3.734		2871	34.2	512	252.6
1723	3.812		2892	34.0	512	254.4
1724	3.812		2871	34.2	512	252.5
1725	3.875		2878	34.2	512	253.1
1726	4.125		2876	34.2	512	252.9
1727	4.031		2873	34.2	512	252.5
1728	3.703		2895	34.0	512	254.4
1729	4.188		2879	34.2	512	252.9
1730	4.156		2868	34.3	512	252.0
1731	4.188		2861	34.4	512	251.3
1732	4.125		2872	34.2	512	252.2
1733	4.094		2884	34.1	512	253.2
1734	3.844		2888	34.0	512	253.5
1735	4.031		2895	34.0	512	254.1
1736	4.000		2883	34.1	512	253.0
1737	4.406		2877	34.2	512	252.4
1738	4.031		2875	34.2	512	252.2
1739	4.188		2877	34.2	512	252.3
1740	4.125		2890	34.0	512	253.4
1741	4.000		2871	34.2	512	251.7
1742	4.062		2872	34.2	512	251.7
1743	4.062		2893	34.0	512	253.5
1744	4.031		2880	34.1	512	252.3
1745	4.125		2883	34.1	512	252.6
1746	3.906		2911	33.8	512	255.0
1747	4.125		2882	34.1	512	252.3
1748	4.031		2872	34.2	512	251.4
1749	3.844		2881	34.1	512	252.1
1750	3.984		2876	34.2	512	251.7
1751	4.031	4.219	2880	34.1	512	252.0
1752	4.031		2890	34.0	512	252.8
1753	4.375		2899	33.9	512	253.6
1754	4.156		2888	34.0	512	252.6
1755	4.125		2878	34.2	512	251.6
1756	4.062		2892	34.0	512	252.8
1757	3.953		2862	34.3	512	250.2
1758	4.031		2877	34.2	512	251.4
1759	4.156		2869	34.3	512	250.6
1760	4.188		2885	34.1	512	252.0
1761	4.156		2903	33.9	512	253.5
1762	4.250		2870	34.2	512	250.6
1763	4.219		2883	34.1	512	251.7
1764	3.703		2885	34.1	512	251.8
1765	4.000		2869	34.3	512	250.3
1766	3.953		2892	34.0	512	252.3
1767	3.922		2865	34.3	512	249.9
1768	4.062		2887	34.0	512	251.8
1769	3.984		2880	34.1	512	251.2
1770	4.312		2876	34.2	512	250.8
1771	3.938		2892	34.0	512	252.1
1772	3.844		2881	34.1	512	251.1
1773	3.984		2875	34.2	512	250.5
1774	4.500		2894	34.0	512	252.1
1775	4.281		2876	34.2	512	250.5
1776	4.406		2869	34.3	512	249.8
1777	3.781		2884	34.1	512	251.1
1778	4.094		2872	34.2	512	250.0
1779	4.094		2893	34.0	512	251.8
1780	4.062		2885	34.1	512	251.1
1781	4.125		2880	34.1	512	250.5
1782	3.953		2908	33.8	512	253.0
1783	4.031		2882	34.1	512	250.7
1784	4.656		2881	34.1	512	250.5
1785	4.156		2879	34.1	512	250.3
1786	3.875		2876	34.2	512	250.0
1787	4.062		2881	34.1	512	250.3
1788	3.922		2896	33.9	512	251.6
1789	3.969		2881	34.1	512	250.3
1790	4.125		2877	34.2	512	249.9
1791	4.000		2864	34.3	512	248.7
1792	4.188		2892	34.0	512	251.0
1793	4.031		2868	34.3	512	248.9
1794	4.094		2881	34.1	512	250.1
1795	4.000		2878	34.2	512	249.8
1796	4.156		2862	34.3	512	248.3
1797	4.062		2870	34.2	512	249.0
1798	3.938		2881	34.1	512	249.8
1799	4.062		2867	34.3	512	248.6
1800	4.062		2860	34.4	512	247.9
1801	4.188		2882	34.1	512	249.8
1802	4.094		2887	34.0	512	250.2
1803	4.656		2889	34.0	512	250.3
1804	4.031		2877	34.2	512	249.2
1805	3.969		2869	34.3	512	248.5
1806	4.125		2886	34.1	512	249.9
1807	4.531		2879	34.1	512	249.2
1808	3.922		2870	34.3	512	248.4
1809	3.922		2879	34.1	512	249.2
1810	4.000		2876	34.2	512	248.8
1811	4.062		2866	34.3	512	248.0
1812	4.062		2874	34.2	512	248.5
1813	3.922		2859	34.4	512	247.2
1814	3.828		2875	34.2	512	248.6
1815	3.938		2880	34.1	512	249.0
1816	4.062		2879	34.1	512	248.8
1817	4.438		2889	34.0	512	249.6
1818	4.344		2866	34.3	512	247.5
1819	4.094		2871	34.2	512	247.9
1820	3.984		2871	34.2	512	247.9
1821	4.312		2877	34.2	512	248.4
1822	3.953		2870	34.3	512	247.7
1823	3.594		2885	34.1	512	249.0
1824	4.250		2868	34.3	512	247.4
1825	4.156		2894	34.0	512	249.6
1826	4.688		2897	33.9	512	249.9
1827	4.125		2869	34.3	512	247.4
1828	4.031		2864	34.3	512	246.9
1829	4.438		2895	34.0	512	249.6
1830	3.969		2876	34.2	512	247.9
1831	4.125		2877	34.2	512	247.9
1832	4.031		2882	34.1	512	248.3
1833	4.031		2888	34.0	512	248.8
1834	3.922		2872	34.2	512	247.4
1835	3.516		2895	34.0	512	249.2
1836	4.031		2874	34.2	512	247.4
1837	4.031		2864	34.3	512	246.5
1838	3.969		2870	34.3	512	246.9
1839	4.125		2888	34.0	512	248.5
1840	4.188		2879	34.2	512	247.6
1841	3.953		2881	34.1	512	247.8
1842	4.031		2877	34.2	512	247.4
1843	3.750		2877	34.2	512	247.3
1844	3.953		2866	34.3	512	246.3
1845	3.594		2886	34.1	512	248.0
1846	4.031		2870	34.2	512	246.6
1847	3.875		2869	34.3	512	246.4
1848	3.906		2894	34.0	512	248.6
1849	3.922		2878	34.2	512	247.1
1850	3.922		2870	34.2	512	246.4
1851	4.000		2872	34.2	512	246.6
1852	3.938		2872	34.2	512	246.4
1853	3.984		2898	33.9	512	248.6
1854	4.312		2903	33.9	512	249.0
1855	4.250		2892	34.0	512	248.0
1856	4.188		2879	34.1	512	246.8
1857	4.156		2872	34.2	512	246.2
1858	3.891		2868	34.3	512	245.9
1859	3.875		2868	34.3	512	245.8
1860	3.859		2879	34.1	512	246.7
1861	3.891		2867	34.3	512	245.6
1862	3.922		2876	34.2	512	246.3
1863	4.094		2877	34.2	512	246.4
1864	3.625		2868	34.3	512	245.6
1865	3.953		2878	34.2	512	246.3
1866	3.531		2880	34.1	512	246.5
1867	3.969		2883	34.1	512	246.7
1868	4.219		2871	34.2	512	245.6
1869	4.250		2891	34.0	512	247.3
1870	3.781		2883	34.1	512	246.6
1871	3.875		2859	34.4	512	244.5
1872	3.719		2891	34.0	512	247.1
1873	3.938		2866	34.3	512	245.0
1874	3.969		2886	34.1	512	246.6
1875	4.250		2877	34.2	512	245.8
1876	3.797		2876	34.2	512	245.7
1877	3.969		2878	34.2	512	245.8
1878	4.188		2886	34.1	512	246.4
1879	3.859		2876	34.2	512	245.5
1880	4.000		2881	34.1	512	245.9
1881	3.922		2874	34.2	512	245.2
1882	4.125		2883	34.1	512	246.0
1883	3.859		2868	34.3	512	244.6
1884	3.703		2889	34.0	512	246.4
1885	4.156		2891	34.0	512	246.5
1886	3.672		2874	34.2	512	245.0
1887	4.062		2869	34.3	512	244.6
1888	4.219		2882	34.1	512	245.6
1889	3.969		2884	34.1	512	245.7
1890	3.844		2884	34.1	512	245.7
1891	4.188		2894	34.0	512	246.4
1892	4.094		2888	34.0	512	245.9
1893	3.781		2882	34.1	512	245.4
1894	3.797		2885	34.1	512	245.6
1895	4.000		2880	34.1	512	245.1
1896	4.094		2876	34.2	512	244.7
1897	3.781		2873	34.2	512	244.4
1898	3.953		2869	34.3	512	244.0
1899	3.906		2886	34.1	512	245.4
1900	4.125		2867	34.3	512	243.7
1901	3.906		2868	34.3	512	243.8
1902	3.781		2869	34.3	512	243.8
1903	3.750		2877	34.2	512	244.5
1904	3.891		2876	34.2	512	244.3
1905	3.828		2862	34.3	512	243.1
1906	3.984		2881	34.1	512	244.6
1907	4.062		2880	34.1	512	244.5
1908	3.938		2875	34.2	512	244.0
1909	4.031		2874	34.2	512	243.9
1910	4.219		2875	34.2	512	243.9
1911	3.984		2869	34.3	512	243.4
1912	3.906		2874	34.2	512	243.7
1913	3.969		2880	34.1	512	244.2
1914	4.031		2893	34.0	512	245.3
1915	4.312		2880	34.1	512	244.1
1916	3.828		2882	34.1	512	244.2
1917	4.062		2875	34.2	512	243.6
1918	3.547		2885	34.1	512	244.4
1919	3.891		2894	34.0	512	245.2
1920	3.969		2886	34.1	512	244.4
1921	3.719		2875	34.2	512	243.4
1922	3.750		2882	34.1	512	244.0
1923	3.984		2896	33.9	512	245.1
