DataLoader: found 20 files matching finewebedu10B/finewebedu_train_*.bin
/workspace/nanoGPT_1GPU_SPEEDRUN/train_gpt2_3060ti.py:304: UserWarning: The given buffer is not writable, and PyTorch does not support non-writable tensors. This means you can write to the underlying (supposedly non-writable) buffer using the tensor. You may want to copy the buffer to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:1581.)
  return torch.frombuffer(f.read(), dtype=torch.uint16)[256*2:]
DataLoader: found 1 files matching finewebedu10B/finewebedu_val_*.bin
Running in BF16 mode (no FP8 - RTX 3060 Ti)
Run ID: 7d8bdb2b-ff88-44e0-819b-82c8cd584709
GPU: RTX 3060 Ti (8GB)
Config: batch_size=8, seq_len=12288, iters=7000
Tokens per step: 98,304
Total tokens: 688.1M
Val every 250 steps

Step	Loss	ValLoss	Time(ms)	kt/s	Window	ETA(m)
1924	4.062		2883	34.1	512	244.0
1925	4.000		2883	34.1	512	243.9
1926	3.781		2883	34.1	512	243.9
1927	3.891		2893	34.0	512	244.6
1928	3.953		2877	34.2	512	243.3
1929	4.031		2877	34.2	512	243.2
1930	3.953		2891	34.0	512	244.4
1931	3.609		2881	34.1	512	243.4
1932	3.828		2882	34.1	512	243.5
1933	4.062		2886	34.1	512	243.8
1934	3.734		2893	34.0	512	244.3
1935	3.703		2883	34.1	512	243.4
1936	4.312		2892	34.0	512	244.2
1937	3.562		2877	34.2	512	242.9
1938	3.766		2880	34.1	512	243.0
1939	3.844		2888	34.0	512	243.6
1940	3.797		2880	34.1	512	242.9
1941	3.828		2879	34.1	512	242.8
1942	3.938		2890	34.0	512	243.7
1943	4.000		2890	34.0	512	243.6
1944	3.828		2890	34.0	512	243.6
1945	4.125		2890	34.0	512	243.5
1946	3.859		2888	34.0	512	243.3
1947	3.969		2884	34.1	512	243.0
1948	4.312		2879	34.1	512	242.5
1949	3.703		2873	34.2	512	241.9
1950	4.000		2883	34.1	512	242.7
1951	4.219		2886	34.1	512	242.9
1952	3.656		2883	34.1	512	242.6
1953	4.031		2868	34.3	512	241.3
1954	3.500		2876	34.2	512	241.9
1955	3.812		2880	34.1	512	242.2
1956	3.906		2878	34.2	512	242.0
1957	4.062		2877	34.2	512	241.9
1958	3.953		2881	34.1	512	242.2
1959	4.062		2891	34.0	512	243.0
1960	3.984		2890	34.0	512	242.8
1961	3.719		2884	34.1	512	242.3
1962	4.156		2876	34.2	512	241.5
1963	3.938		2880	34.1	512	241.8
1964	3.781		2884	34.1	512	242.1
1965	3.766		2876	34.2	512	241.4
1966	5.156		2910	33.8	512	244.2
1967	3.797		2881	34.1	512	241.7
1968	3.766		2872	34.2	512	240.9
1969	3.781		2882	34.1	512	241.7
1970	3.906		2882	34.1	512	241.6
1971	3.953		2880	34.1	512	241.4
1972	3.734		2883	34.1	512	241.7
1973	4.062		2878	34.2	512	241.2
1974	3.906		2876	34.2	512	240.9
1975	3.641		2875	34.2	512	240.9
1976	3.703		2882	34.1	512	241.4
1977	3.719		2872	34.2	512	240.5
1978	3.828		2880	34.1	512	241.1
1979	3.844		2877	34.2	512	240.8
1980	3.703		2875	34.2	512	240.6
1981	4.031		2912	33.8	512	243.7
1982	4.031		2873	34.2	512	240.3
1983	3.938		2875	34.2	512	240.4
1984	4.000		2880	34.1	512	240.8
1985	4.156		2870	34.3	512	239.9
1986	4.031		2877	34.2	512	240.5
1987	4.125		2879	34.1	512	240.6
1988	4.125		2895	34.0	512	241.9
1989	4.156		2883	34.1	512	240.8
1990	4.094		2881	34.1	512	240.6
1991	4.062		2876	34.2	512	240.1
1992	3.953		2864	34.3	512	239.1
1993	3.828		2872	34.2	512	239.7
1994	3.938		2886	34.1	512	240.9
1995	3.953		2881	34.1	512	240.3
1996	3.906		2865	34.3	512	239.0
1997	3.984		2886	34.1	512	240.7
1998	3.922		2867	34.3	512	239.1
1999	3.984		2882	34.1	512	240.3
2000	3.172		2904	33.8	512	242.1
2001	4.094	4.086	2880	34.1	512	240.0
2002	3.953		2861	34.4	512	238.4
2003	3.562		2901	33.9	512	241.7
2004	4.031		2884	34.1	512	240.2
2005	4.156		2888	34.0	512	240.5
2006	3.938		2885	34.1	512	240.2
2007	4.219		2869	34.3	512	238.8
2008	4.031		2862	34.4	512	238.1
2009	4.000		2880	34.1	512	239.6
2010	4.156		2885	34.1	512	240.0
2011	3.953		2894	34.0	512	240.7
2012	4.125		2888	34.0	512	240.2
2013	3.922		2886	34.1	512	239.9
2014	4.062		2867	34.3	512	238.3
2015	4.344		2893	34.0	512	240.4
2016	4.031		2878	34.2	512	239.1
2017	4.375		2893	34.0	512	240.3
2018	3.812		2893	34.0	512	240.3
2019	3.891		2869	34.3	512	238.2
2020	4.219		2895	34.0	512	240.3
2021	3.859		2866	34.3	512	237.8
2022	4.281		2877	34.2	512	238.7
2023	3.828		2876	34.2	512	238.6
2024	4.062		2863	34.3	512	237.5
2025	3.812		2879	34.1	512	238.8
2026	4.000		2871	34.2	512	238.1
2027	4.094		2882	34.1	512	239.0
2028	4.062		2869	34.3	512	237.8
2029	4.031		2872	34.2	512	238.0
2030	3.859		2885	34.1	512	239.0
2031	4.031		2874	34.2	512	238.1
2032	4.125		2888	34.0	512	239.2
2033	4.156		2890	34.0	512	239.3
2034	3.922		2877	34.2	512	238.1
2035	3.953		2862	34.3	512	236.9
2036	4.406		2892	34.0	512	239.3
2037	3.875		2887	34.1	512	238.8
2038	3.969		2882	34.1	512	238.4
2039	4.000		2870	34.3	512	237.4
2040	3.922		2877	34.2	512	237.9
2041	3.953		2867	34.3	512	237.0
2042	3.688		2884	34.1	512	238.4
2043	4.062		2875	34.2	512	237.6
2044	3.922		2872	34.2	512	237.3
2045	3.969		2865	34.3	512	236.7
2046	4.188		2878	34.2	512	237.7
2047	4.094		2885	34.1	512	238.2
2048	4.094		2861	34.4	512	236.1
2049	3.703		2880	34.1	512	237.7
2050	4.375		2880	34.1	512	237.6
2051	3.812		2871	34.2	512	236.9
2052	4.031		2879	34.1	512	237.5
2053	3.672		2871	34.2	512	236.8
2054	3.984		2877	34.2	512	237.2
2055	3.688		2865	34.3	512	236.2
2056	3.781		2870	34.3	512	236.5
2057	3.844		2867	34.3	512	236.2
2058	4.062		2906	33.8	512	239.4
2059	3.844		2879	34.1	512	237.1
2060	4.000		2868	34.3	512	236.2
2061	4.062		2863	34.3	512	235.7
2062	3.922		2895	34.0	512	238.3
2063	4.062		2874	34.2	512	236.5
2064	4.125		2881	34.1	512	237.0
2065	4.250		2890	34.0	512	237.7
2066	4.062		2885	34.1	512	237.3
2067	3.891		2885	34.1	512	237.2
2068	3.891		2881	34.1	512	236.9
2069	4.000		2885	34.1	512	237.2
2070	3.562		2880	34.1	512	236.7
2071	4.000		2878	34.2	512	236.5
2072	3.906		2865	34.3	512	235.3
2073	3.938		2868	34.3	512	235.6
2074	4.156		2870	34.3	512	235.6
2075	4.062		2866	34.3	512	235.3
2076	4.000		2867	34.3	512	235.4
2077	4.000		2864	34.3	512	235.0
2078	3.875		2885	34.1	512	236.7
2079	3.594		2879	34.2	512	236.1
2080	4.250		2869	34.3	512	235.3
2081	4.094		2870	34.3	512	235.3
2082	3.812		2863	34.3	512	234.7
2083	3.875		2880	34.1	512	236.1
2084	3.891		2876	34.2	512	235.7
2085	4.000		2878	34.2	512	235.8
2086	4.031		2877	34.2	512	235.7
2087	3.719		2878	34.2	512	235.7
2088	3.641		2878	34.2	512	235.7
2089	3.844		2869	34.3	512	234.9
2090	3.969		2879	34.1	512	235.6
2091	4.062		2874	34.2	512	235.2
2092	4.094		2869	34.3	512	234.7
2093	3.859		2873	34.2	512	235.0
2094	4.125		2883	34.1	512	235.8
2095	4.062		2865	34.3	512	234.2
2096	4.656		2886	34.1	512	235.9
2097	3.781		2868	34.3	512	234.4
2098	3.641		2889	34.0	512	236.1
2099	3.797		2874	34.2	512	234.8
2100	3.906		2882	34.1	512	235.4
2101	3.984		2883	34.1	512	235.5
2102	4.062		2875	34.2	512	234.7
2103	4.156		2886	34.1	512	235.6
2104	3.875		2872	34.2	512	234.4
2105	4.156		2888	34.0	512	235.6
2106	3.625		2869	34.3	512	234.1
2107	3.891		2875	34.2	512	234.5
2108	4.062		2875	34.2	512	234.4
2109	3.828		2873	34.2	512	234.2
2110	3.859		2877	34.2	512	234.5
2111	3.781		2884	34.1	512	235.0
2112	3.906		2879	34.2	512	234.6
2113	3.891		2883	34.1	512	234.9
2114	3.875		2866	34.3	512	233.5
2115	4.094		2885	34.1	512	234.9
2116	3.906		2874	34.2	512	234.0
2117	3.969		2876	34.2	512	234.1
2118	3.875		2883	34.1	512	234.6
2119	3.953		2873	34.2	512	233.7
2120	3.875		2872	34.2	512	233.6
2121	4.156		2867	34.3	512	233.2
2122	3.953		2872	34.2	512	233.5
2123	3.719		2864	34.3	512	232.8
2124	4.250		2873	34.2	512	233.5
2125	3.906		2864	34.3	512	232.8
2126	3.844		2868	34.3	512	233.0
2127	3.703		2883	34.1	512	234.2
2128	3.875		2869	34.3	512	233.0
2129	3.922		2873	34.2	512	233.3
2130	3.797		2879	34.2	512	233.7
2131	3.906		2869	34.3	512	232.9
2132	3.797		2872	34.2	512	233.1
2133	4.031		2879	34.1	512	233.6
2134	3.828		2870	34.2	512	232.8
2135	3.812		2873	34.2	512	233.0
2136	4.156		2882	34.1	512	233.7
2137	3.812		2870	34.3	512	232.6
2138	3.812		2875	34.2	512	233.0
2139	3.891		2888	34.0	512	234.0
2140	3.750		2878	34.2	512	233.2
2141	3.906		2864	34.3	512	232.0
2142	3.812		2877	34.2	512	233.0
2143	3.984		2889	34.0	512	233.9
2144	3.797		2896	33.9	512	234.4
2145	4.062		2877	34.2	512	232.9
2146	3.891		2877	34.2	512	232.8
2147	3.984		2877	34.2	512	232.7
2148	3.844		2873	34.2	512	232.4
2149	3.891		2878	34.2	512	232.7
2150	3.938		2871	34.2	512	232.1
2151	4.062		2873	34.2	512	232.2
2152	4.062		2866	34.3	512	231.6
2153	4.219		2880	34.1	512	232.7
2154	3.688		2872	34.2	512	232.0
2155	3.859		2872	34.2	512	231.9
2156	4.125		2886	34.1	512	233.1
2157	4.000		2877	34.2	512	232.3
2158	4.125		2884	34.1	512	232.8
2159	4.219		2875	34.2	512	232.0
2160	3.625		2871	34.2	512	231.6
2161	3.625		2877	34.2	512	232.0
2162	3.906		2881	34.1	512	232.4
2163	3.734		2879	34.1	512	232.2
2164	3.797		2887	34.1	512	232.7
2165	3.844		2878	34.2	512	232.0
2166	3.812		2883	34.1	512	232.3
2167	3.453		2887	34.1	512	232.6
2168	4.125		2889	34.0	512	232.7
2169	4.000		2874	34.2	512	231.4
2170	3.922		2887	34.0	512	232.5
2171	3.750		2890	34.0	512	232.7
2172	4.000		2879	34.1	512	231.7
2173	3.828		2887	34.1	512	232.3
2174	3.703		2874	34.2	512	231.2
2175	3.922		2869	34.3	512	230.8
2176	3.781		2890	34.0	512	232.4
2177	3.969		2864	34.3	512	230.3
2178	4.062		2865	34.3	512	230.3
2179	3.828		2870	34.3	512	230.6
2180	3.859		2885	34.1	512	231.8
2181	3.547		2882	34.1	512	231.6
2182	3.922		2887	34.1	512	231.9
2183	4.062		2883	34.1	512	231.5
2184	4.031		2871	34.2	512	230.5
2185	3.672		2887	34.0	512	231.7
2186	3.891		2887	34.1	512	231.7
2187	3.797		2876	34.2	512	230.7
2188	3.781		2878	34.2	512	230.8
2189	3.688		2881	34.1	512	231.0
2190	3.875		2881	34.1	512	231.0
2191	3.938		2882	34.1	512	231.1
2192	3.656		2885	34.1	512	231.2
2193	3.812		2876	34.2	512	230.4
2194	3.734		2884	34.1	512	231.0
2195	3.844		2886	34.1	512	231.2
2196	3.656		2877	34.2	512	230.4
2197	3.938		2881	34.1	512	230.7
2198	3.750		2878	34.2	512	230.4
2199	3.719		2870	34.3	512	229.7
2200	3.688		2879	34.1	512	230.4
2201	4.031		2879	34.1	512	230.4
2202	4.781		2906	33.8	512	232.4
2203	3.969		2888	34.0	512	230.9
2204	3.859		2881	34.1	512	230.3
2205	3.781		2882	34.1	512	230.4
2206	3.734		2864	34.3	512	228.9
2207	3.656		2880	34.1	512	230.1
2208	3.781		2879	34.1	512	230.0
2209	3.828		2882	34.1	512	230.2
2210	3.984		2894	34.0	512	231.1
2211	3.984		2882	34.1	512	230.1
2212	3.844		2879	34.1	512	229.8
2213	3.953		2869	34.3	512	228.9
2214	3.766		2894	34.0	512	230.9
2215	3.953		2885	34.1	512	230.1
2216	3.750		2874	34.2	512	229.2
2217	3.891		2893	34.0	512	230.7
2218	3.969		2886	34.1	512	230.0
2219	3.828		2881	34.1	512	229.6
2220	3.797		2876	34.2	512	229.2
2221	3.922		2880	34.1	512	229.4
2222	4.094		2863	34.3	512	228.1
2223	4.219		2874	34.2	512	228.9
2224	3.938		2870	34.3	512	228.5
2225	3.734		2894	34.0	512	230.4
2226	4.094		2875	34.2	512	228.8
2227	3.953		2890	34.0	512	229.9
2228	4.219		2869	34.3	512	228.2
2229	4.188		2871	34.2	512	228.4
2230	4.188		2899	33.9	512	230.5
2231	4.094		2874	34.2	512	228.5
2232	3.922		2872	34.2	512	228.2
2233	4.031		2879	34.2	512	228.7
2234	3.953		2891	34.0	512	229.7
2235	3.953		2884	34.1	512	229.1
2236	3.922		2895	34.0	512	229.9
2237	3.906		2877	34.2	512	228.5
2238	3.812		2875	34.2	512	228.3
2239	4.062		2883	34.1	512	228.8
2240	3.984		2873	34.2	512	227.9
2241	4.375		2901	33.9	512	230.1
2242	4.062		2861	34.4	512	226.9
2243	4.031		2883	34.1	512	228.6
2244	4.031		2864	34.3	512	227.1
2245	4.062		2872	34.2	512	227.6
2246	4.125		2873	34.2	512	227.7
2247	4.062		2869	34.3	512	227.3
2248	3.859		2877	34.2	512	227.9
2249	3.719		2870	34.2	512	227.3
2250	4.125		2885	34.1	512	228.5
2251	4.156	4.203	2887	34.1	512	228.5
2252	4.312		2892	34.0	512	228.9
2253	4.062		2873	34.2	512	227.4
2254	3.938		2881	34.1	512	227.9
2255	3.984		2873	34.2	512	227.2
2256	3.844		2872	34.2	512	227.1
2257	3.891		2876	34.2	512	227.4
2258	4.094		2883	34.1	512	227.9
2259	4.031		2899	33.9	512	229.1
2260	4.312		2891	34.0	512	228.5
2261	4.188		2873	34.2	512	226.9
2262	4.156		2873	34.2	512	226.9
2263	3.844		2882	34.1	512	227.6
2264	3.828		2875	34.2	512	227.0
2265	3.828		2882	34.1	512	227.5
2266	4.219		2885	34.1	512	227.7
2267	4.031		2868	34.3	512	226.3
2268	3.953		2871	34.2	512	226.4
2269	3.953		2872	34.2	512	226.5
2270	3.953		2872	34.2	512	226.4
2271	3.875		2881	34.1	512	227.1
2272	3.891		2877	34.2	512	226.7
2273	3.906		2873	34.2	512	226.4
2274	3.875		2902	33.9	512	228.6
2275	3.844		2897	33.9	512	228.2
2276	3.922		2877	34.2	512	226.5
2277	4.438		2868	34.3	512	225.8
2278	3.938		2888	34.0	512	227.4
2279	3.922		2871	34.2	512	225.9
2280	4.188		2877	34.2	512	226.4
2281	3.875		2860	34.4	512	225.0
2282	3.828		2871	34.2	512	225.8
2283	3.984		2891	34.0	512	227.4
2284	4.125		2866	34.3	512	225.3
2285	3.797		2863	34.3	512	225.0
2286	3.875		2879	34.1	512	226.2
2287	3.453		2884	34.1	512	226.6
2288	3.938		2874	34.2	512	225.8
2289	4.156		2892	34.0	512	227.1
2290	4.062		2895	34.0	512	227.3
2291	4.344		2913	33.7	512	228.7
2292	3.781		2886	34.1	512	226.5
2293	4.156		2885	34.1	512	226.4
2294	4.125		2876	34.2	512	225.6
2295	4.062		2888	34.0	512	226.5
2296	4.000		2875	34.2	512	225.4
2297	4.000		2877	34.2	512	225.6
2298	4.000		2884	34.1	512	226.1
2299	3.812		2871	34.2	512	225.0
2300	3.766		2874	34.2	512	225.2
2301	4.094		2867	34.3	512	224.6
2302	3.844		2865	34.3	512	224.4
2303	3.953		2880	34.1	512	225.5
2304	3.734		2878	34.2	512	225.3
2305	3.859		2888	34.0	512	226.0
2306	4.656		2899	33.9	512	226.8
2307	4.000		2895	34.0	512	226.5
2308	4.094		2880	34.1	512	225.2
2309	4.094		2880	34.1	512	225.2
2310	3.969		2882	34.1	512	225.3
2311	4.188		2876	34.2	512	224.8
2312	3.828		2889	34.0	512	225.8
2313	5.688		2898	33.9	512	226.5
2314	3.969		2883	34.1	512	225.2
2315	4.062		2878	34.2	512	224.8
2316	3.828		2873	34.2	512	224.4
2317	4.031		2887	34.1	512	225.4
2318	3.812		2876	34.2	512	224.5
2319	4.188		2870	34.3	512	223.9
2320	3.859		2866	34.3	512	223.6
2321	3.859		2878	34.2	512	224.5
2322	4.438		2889	34.0	512	225.3
2323	3.969		2869	34.3	512	223.7
2324	4.125		2897	33.9	512	225.8
2325	3.938		2875	34.2	512	224.1
2326	3.844		2869	34.3	512	223.5
2327	4.094		2875	34.2	512	224.0
2328	3.812		2885	34.1	512	224.7
2329	4.000		2882	34.1	512	224.4
2330	4.094		2871	34.2	512	223.5
2331	4.125		2877	34.2	512	223.9
2332	3.953		2888	34.0	512	224.7
2333	3.938		2877	34.2	512	223.8
2334	3.844		2886	34.1	512	224.5
2335	3.969		2969	33.1	768	230.9
2336	4.188		3038	32.4	768	236.2
2337	4.000		2987	32.9	768	232.2
2338	3.844		2967	33.1	768	230.6
2339	3.953		2972	33.1	768	230.9
2340	4.531		2972	33.1	768	230.9
2341	3.719		2941	33.4	768	228.4
2342	3.875		2962	33.2	768	230.0
2343	3.969		2964	33.2	768	230.1
2344	3.922		2934	33.5	768	227.7
2345	4.125		2941	33.4	768	228.2
2346	3.781		2958	33.2	768	229.5
2347	3.875		2960	33.2	768	229.6
2348	4.156		2943	33.4	768	228.2
2349	4.031		2937	33.5	768	227.7
2350	3.781		2956	33.3	768	229.2
2351	3.859		2939	33.5	768	227.7
2352	3.719		2974	33.1	768	230.4
2353	3.938		2936	33.5	768	227.5
2354	3.922		2942	33.4	768	227.8
2355	3.828		2947	33.4	768	228.2
2356	3.906		2919	33.7	768	226.0
2357	3.875		2929	33.6	768	226.7
2358	4.156		2934	33.5	768	227.1
2359	4.156		2950	33.3	768	228.3
2360	3.875		2927	33.6	768	226.4
2361	3.906		2946	33.4	768	227.8
2362	3.969		2961	33.2	768	229.0
2363	3.797		2952	33.3	768	228.2
2364	3.969		2937	33.5	768	227.0
2365	3.594		2929	33.6	768	226.3
2366	3.875		2929	33.6	768	226.3
2367	3.953		2915	33.7	768	225.1
2368	3.766		2939	33.5	768	226.9
2369	3.984		2912	33.8	768	224.8
2370	3.891		2938	33.5	768	226.8
2371	4.031		2984	32.9	768	230.3
2372	3.812		2971	33.1	768	229.2
2373	3.922		2953	33.3	768	227.7
2374	4.094		2983	33.0	768	230.0
2375	3.859		2935	33.5	768	226.3
2376	4.031		2928	33.6	768	225.7
2377	3.828		2959	33.2	768	228.1
2378	3.891		2925	33.6	768	225.4
2379	3.875		2957	33.2	768	227.8
2380	3.969		2922	33.6	768	225.1
2381	4.156		2951	33.3	768	227.3
2382	3.891		2956	33.3	768	227.5
2383	3.859		2945	33.4	768	226.7
2384	3.609		2949	33.3	768	226.9
2385	4.156		2937	33.5	768	225.9
2386	4.156		2996	32.8	768	230.5
2387	3.922		2974	33.1	768	228.7
2388	4.500		2993	32.8	768	230.1
2389	3.938		2927	33.6	768	225.0
2390	3.719		2936	33.5	768	225.6
2391	3.828		2950	33.3	768	226.6
2392	4.094		2977	33.0	768	228.7
2393	4.000		2971	33.1	768	228.1
2394	3.672		2955	33.3	768	226.9
2395	4.031		2965	33.2	768	227.6
2396	3.688		2947	33.4	768	226.2
2397	3.641		2926	33.6	768	224.5
2398	3.703		2929	33.6	768	224.7
2399	4.094		2952	33.3	768	226.4
2400	3.734		2971	33.1	768	227.8
2401	3.812		2975	33.0	768	228.1
2402	3.969		2944	33.4	768	225.6
2403	4.438		2990	32.9	768	229.1
2404	4.031		2952	33.3	768	226.2
2405	3.922		2936	33.5	768	224.9
2406	4.188		3011	32.7	768	230.6
2407	3.875		2963	33.2	768	226.8
2408	3.734		2954	33.3	768	226.1
2409	4.094		2940	33.4	768	225.0
2410	4.062		2941	33.4	768	225.0
2411	4.000		2984	32.9	768	228.2
2412	3.734		2959	33.2	768	226.3
2413	3.719		3003	32.7	768	229.6
2414	4.062		2970	33.1	768	227.1
2415	3.734		2969	33.1	768	226.9
2416	3.859		2941	33.4	768	224.7
2417	3.797		2934	33.5	768	224.1
2418	4.062		2956	33.3	768	225.8
2419	4.031		2963	33.2	768	226.3
2420	3.750		2957	33.2	768	225.8
2421	3.766		2973	33.1	768	226.9
2422	3.859		2961	33.2	768	226.0
2423	3.656		2951	33.3	768	225.2
2424	4.094		2982	33.0	768	227.5
2425	4.000		2959	33.2	768	225.6
2426	4.031		2957	33.2	768	225.5
2427	3.781		2949	33.3	768	224.8
2428	3.922		2955	33.3	768	225.2
2429	3.656		2940	33.4	768	224.1
2430	3.500		2950	33.3	768	224.8
2431	4.031		2955	33.3	768	225.1
2432	3.875		2967	33.1	768	225.9
2433	3.797		2943	33.4	768	224.1
2434	3.812		2956	33.3	768	225.0
2435	3.797		2960	33.2	768	225.3
2436	3.625		2962	33.2	768	225.4
2437	3.844		2982	33.0	768	226.8
2438	3.891		2951	33.3	768	224.4
2439	3.953		2972	33.1	768	226.0
2440	3.781		2951	33.3	768	224.4
2441	3.516		2974	33.1	768	226.0
2442	3.812		2952	33.3	768	224.3
2443	3.719		2951	33.3	768	224.2
2444	4.188		2962	33.2	768	225.0
2445	4.062		2966	33.1	768	225.2
2446	3.797		2916	33.7	768	221.4
2447	3.672		2959	33.2	768	224.6
2448	3.781		2948	33.3	768	223.7
2449	4.031		2981	33.0	768	226.2
2450	4.125		2976	33.0	768	225.7
2451	3.984		2972	33.1	768	225.4
2452	3.641		2976	33.0	768	225.6
2453	3.609		2947	33.4	768	223.4
2454	3.688		2970	33.1	768	225.1
2455	3.766		2958	33.2	768	224.1
2456	3.672		2952	33.3	768	223.7
2457	3.844		2967	33.1	768	224.7
2458	3.750		2944	33.4	768	222.9
2459	4.000		2942	33.4	768	222.7
2460	3.812		2950	33.3	768	223.3
2461	3.844		2944	33.4	768	222.7
2462	3.922		2942	33.4	768	222.6
2463	3.906		2972	33.1	768	224.8
2464	3.688		2940	33.4	768	222.3
2465	3.812		2942	33.4	768	222.4
2466	3.844		2965	33.2	768	224.1
2467	3.562		2948	33.3	768	222.8
2468	3.750		2932	33.5	768	221.5
2469	3.625		2952	33.3	768	222.9
2470	3.922		2948	33.3	768	222.6
2471	3.719		2931	33.5	768	221.3
2472	3.719		2939	33.4	768	221.9
2473	3.750		2938	33.5	768	221.8
2474	4.094		3016	32.6	768	227.6
2475	3.859		2959	33.2	768	223.2
2476	4.125		2977	33.0	768	224.5
2477	3.828		2959	33.2	768	223.1
2478	4.219		3035	32.4	768	228.8
2479	3.984		2959	33.2	768	223.0
2480	3.719		2947	33.4	768	222.1
2481	3.703		2977	33.0	768	224.3
2482	3.797		2963	33.2	768	223.1
2483	3.656		2953	33.3	768	222.4
2484	3.922		2927	33.6	768	220.4
2485	4.219		2942	33.4	768	221.4
2486	3.984		2959	33.2	768	222.7
2487	3.938		2954	33.3	768	222.2
2488	4.125		2934	33.5	768	220.7
2489	3.844		2964	33.2	768	222.9
2490	3.922		2971	33.1	768	223.3
2491	3.984		2966	33.1	768	222.9
2492	4.500		3012	32.6	768	226.3
2493	3.938		2941	33.4	768	221.0
2494	4.031		2962	33.2	768	222.5
2495	4.219		2964	33.2	768	222.6
2496	4.031		2930	33.6	768	220.0
2497	3.719		2973	33.1	768	223.2
2498	4.000		2963	33.2	768	222.4
2499	3.484		2946	33.4	768	221.0
2500	3.859		2952	33.3	768	221.5
2501	3.844	3.963	2951	33.3	768	221.3
2502	3.953		2935	33.5	768	220.1
2503	4.000		2967	33.1	768	222.4
2504	4.094		2945	33.4	768	220.7
2505	4.125		2943	33.4	768	220.5
2506	3.922		2967	33.1	768	222.3
2507	4.000		2998	32.8	768	224.5
2508	4.219		2947	33.4	768	220.7
2509	4.094		2974	33.1	768	222.7
2510	4.031		2983	33.0	768	223.3
2511	3.906		2951	33.3	768	220.8
2512	3.922		2965	33.2	768	221.8
2513	3.969		2956	33.3	768	221.1
2514	4.000		2951	33.3	768	220.7
2515	3.953		2931	33.5	768	219.2
2516	3.969		2930	33.6	768	219.0
2517	3.906		2931	33.5	768	219.0
2518	3.641		2978	33.0	768	222.5
2519	3.750		2997	32.8	768	223.9
2520	4.125		2972	33.1	768	222.0
2521	3.906		2955	33.3	768	220.6
2522	4.062		2941	33.4	768	219.5
2523	3.969		2956	33.3	768	220.6
2524	3.750		2957	33.2	768	220.6
2525	4.312		2993	32.8	768	223.3
2526	3.859		2947	33.4	768	219.8
2527	3.781		2937	33.5	768	219.0
2528	3.797		2951	33.3	768	220.0
2529	5.125		2989	32.9	768	222.8
2530	4.375		2969	33.1	768	221.2
2531	4.062		2960	33.2	768	220.5
2532	3.984		2948	33.3	768	219.6
2533	3.875		2963	33.2	768	220.6
2534	3.906		2963	33.2	768	220.6
2535	3.922		2950	33.3	768	219.6
2536	3.828		2951	33.3	768	219.6
2537	3.906		2912	33.8	768	216.6
2538	3.828		2945	33.4	768	219.1
2539	3.844		2939	33.4	768	218.6
2540	3.891		2944	33.4	768	218.9
2541	3.922		2928	33.6	768	217.6
2542	3.844		2975	33.0	768	221.1
2543	4.094		2949	33.3	768	219.1
2544	3.922		2937	33.5	768	218.2
2545	4.062		2967	33.1	768	220.3
2546	3.750		2951	33.3	768	219.1
2547	3.938		2942	33.4	768	218.4
2548	4.219		2974	33.1	768	220.7
2549	4.281		2989	32.9	768	221.8
2550	3.938		2971	33.1	768	220.4
2551	3.750		2958	33.2	768	219.4
2552	3.938		2941	33.4	768	218.1
2553	3.594		3025	32.5	768	224.3
2554	3.875		2971	33.1	768	220.2
2555	3.734		2946	33.4	768	218.3
2556	4.000		2982	33.0	768	220.9
2557	3.875		2956	33.3	768	219.0
2558	3.969		2939	33.4	768	217.7
2559	3.438		2958	33.2	768	219.0
2560	3.859		2972	33.1	768	220.0
2561	3.859		2949	33.3	768	218.3
2562	3.656		2952	33.3	768	218.4
2563	3.750		2950	33.3	768	218.2
2564	3.656		2948	33.4	768	218.0
2565	3.812		2955	33.3	768	218.4
2566	3.891		2943	33.4	768	217.5
2567	3.750		2946	33.4	768	217.7
2568	3.828		2903	33.9	768	214.5
2569	4.062		2971	33.1	768	219.5
2570	3.938		2964	33.2	768	218.9
2571	3.859		2961	33.2	768	218.6
2572	3.906		2933	33.5	768	216.5
2573	3.953		2956	33.3	768	218.2
2574	3.734		2970	33.1	768	219.1
2575	4.219		2975	33.0	768	219.4
2576	4.188		2970	33.1	768	219.0
2577	4.594		2979	33.0	768	219.7
2578	4.062		2974	33.0	768	219.3
2579	4.031		2988	32.9	768	220.2
2580	4.125		2980	33.0	768	219.6
