DataLoader: found 20 files matching finewebedu10B/finewebedu_train_*.bin
/workspace/nanoGPT_1GPU_SPEEDRUN/train_gpt2_3060ti.py:307: UserWarning: The given buffer is not writable, and PyTorch does not support non-writable tensors. This means you can write to the underlying (supposedly non-writable) buffer using the tensor. You may want to copy the buffer to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:1581.)
  return torch.frombuffer(f.read(), dtype=torch.uint16)[256*2:]
DataLoader: found 1 files matching finewebedu10B/finewebedu_val_*.bin
Running in BF16 mode (no FP8 - RTX 3060 Ti)
Run ID: a99f82f1-58ad-45e4-9678-f42e8b823970
GPU: RTX 3060 Ti (8GB)
Config: batch_size=8, seq_len=12288, iters=7000
Tokens per step: 98,304
Total tokens: 688.1M
Val every 250 steps, checkpoint every 500 steps

Step	Loss	ValLoss	Time(ms)	kt/s	Window	ETA(m)
3643	3.875		3012	32.6	1024	168.6
3644	3.766		3005	32.7	1024	168.2
3645	3.703		2972	33.1	1024	166.2
3646	3.703		2959	33.2	1024	165.5
3647	3.734		3048	32.3	1024	170.4
3648	3.969		3073	32.0	1024	171.8
3649	3.828		2988	32.9	1024	166.9
3650	3.844		3052	32.2	1024	170.4
3651	3.719		2963	33.2	1024	165.4
3652	3.453		3057	32.2	1024	170.6
3653	3.609		3027	32.5	1024	168.9
3654	3.812		3022	32.5	1024	168.6
3655	3.828		3001	32.8	1024	167.3
3656	3.781		2980	33.0	1024	166.1
3657	3.859		3014	32.6	1024	168.0
3658	3.641		3015	32.6	1024	168.0
3659	3.891		3031	32.4	1024	168.8
3660	3.625		3040	32.3	1024	169.3
3661	3.594		3050	32.2	1024	169.8
3662	3.562		3011	32.7	1024	167.5
3663	3.750		3028	32.5	1024	168.4
3664	3.594		2996	32.8	1024	166.6
3665	3.953		3086	31.9	1024	171.6
3666	3.484		2984	32.9	1024	165.9
3667	3.688		3020	32.6	1024	167.8
3668	3.672		3044	32.3	1024	169.1
3669	3.750		2955	33.3	1024	164.1
3670	3.484		2968	33.1	1024	164.8
3671	3.781		3014	32.6	1024	167.3
3672	3.453		3044	32.3	1024	168.9
3673	3.578		2984	32.9	1024	165.5
3674	3.594		3038	32.4	1024	168.4
3675	3.547		3003	32.7	1024	166.5
3676	3.797		2982	33.0	1024	165.2
3677	4.031		3023	32.5	1024	167.5
3678	3.828		3019	32.6	1024	167.2
3679	3.656		3030	32.4	1024	167.8
3680	3.719		3017	32.6	1024	167.0
3681	3.516		3020	32.5	1024	167.1
3682	3.797		2989	32.9	1024	165.3
3683	3.688		3036	32.4	1024	167.9
3684	3.578		2990	32.9	1024	165.3
3685	3.656		3050	32.2	1024	168.6
3686	3.750		3046	32.3	1024	168.3
3687	3.703		3006	32.7	1024	166.0
3688	3.688		3009	32.7	1024	166.1
3689	3.625		3009	32.7	1024	166.1
3690	3.547		2986	32.9	1024	164.8
3691	3.766		2986	32.9	1024	164.7
3692	3.641		3028	32.5	1024	167.0
3693	3.688		3025	32.5	1024	166.8
3694	3.781		2992	32.9	1024	164.9
3695	3.625		2994	32.8	1024	165.0
3696	3.812		2977	33.0	1024	164.0
3697	3.500		2960	33.2	1024	163.0
3698	3.984		3012	32.6	1024	165.8
3699	3.797		3016	32.6	1024	166.0
3700	3.406		3035	32.4	1024	167.0
3701	3.625		3010	32.7	1024	165.6
3702	3.828		3022	32.5	1024	166.1
3703	3.656		3066	32.1	1024	168.5
3704	3.734		3039	32.3	1024	167.0
3705	3.922		3009	32.7	1024	165.3
3706	4.062		3032	32.4	1024	166.5
3707	3.234		2994	32.8	1024	164.4
3708	3.469		2989	32.9	1024	164.0
3709	3.859		2979	33.0	1024	163.4
3710	3.469		3000	32.8	1024	164.6
3711	4.031		3041	32.3	1024	166.7
3712	3.797		3037	32.4	1024	166.5
3713	3.734		3006	32.7	1024	164.7
3714	3.656		3002	32.7	1024	164.5
3715	4.188		3003	32.7	1024	164.5
3716	3.438		3014	32.6	1024	165.0
3717	3.906		2995	32.8	1024	163.9
3718	3.875		3004	32.7	1024	164.4
3719	4.031		3013	32.6	1024	164.8
3720	3.641		2981	33.0	1024	163.0
3721	4.188		3042	32.3	1024	166.3
3722	3.766		2964	33.2	1024	162.0
3723	4.531		3098	31.7	1024	169.3
3724	3.844		3057	32.2	1024	166.9
3725	3.891		3004	32.7	1024	164.0
3726	3.938		3052	32.2	1024	166.6
3727	3.953		3069	32.0	1024	167.5
3728	3.984		2981	33.0	1024	162.6
3729	3.875		3039	32.4	1024	165.7
3730	3.703		3000	32.8	1024	163.5
3731	4.031		2992	32.9	1024	163.1
3732	3.828		2991	32.9	1024	163.0
3733	3.750		3013	32.6	1024	164.1
3734	4.250		3124	31.5	1024	170.1
3735	3.891		3013	32.6	1024	164.0
3736	3.672		3086	31.9	1024	167.9
3737	3.938		2979	33.0	1024	162.0
3738	4.031		3018	32.6	1024	164.2
3739	3.938		3022	32.5	1024	164.3
3740	3.812		3037	32.4	1024	165.1
3741	3.609		3067	32.0	1024	166.7
3742	3.688		3043	32.3	1024	165.3
3743	4.219		3001	32.8	1024	162.9
3744	3.875		3024	32.5	1024	164.1
3745	3.625		3033	32.4	1024	164.6
3746	3.719		3030	32.4	1024	164.4
3747	3.922		3041	32.3	1024	164.9
3748	4.031		3040	32.3	1024	164.8
3749	3.844		3015	32.6	1024	163.4
3750	3.594		3030	32.4	1024	164.2
3751	3.734	3.887	3004	32.7	1024	162.7
3752	3.797		2972	33.1	1024	160.9
3753	3.750		2972	33.1	1024	160.9
3754	3.906		3027	32.5	1024	163.8
3755	3.688		3009	32.7	1024	162.8
3756	3.859		3036	32.4	1024	164.2
3757	3.719		2997	32.8	1024	162.0
3758	3.859		2994	32.8	1024	161.8
3759	3.828		2990	32.9	1024	161.6
3760	3.859		3041	32.3	1024	164.3
3761	3.797		3027	32.5	1024	163.4
3762	3.859		2992	32.9	1024	161.5
3763	3.859		3001	32.8	1024	161.9
3764	3.812		3038	32.4	1024	163.9
3765	3.953		2990	32.9	1024	161.3
3766	3.750		2976	33.0	1024	160.5
3767	4.031		3031	32.4	1024	163.4
3768	3.578		3008	32.7	1024	162.1
3769	4.031		3038	32.4	1024	163.6
3770	4.062		3014	32.6	1024	162.3
3771	3.719		3002	32.7	1024	161.6
3772	3.844		3044	32.3	1024	163.8
3773	3.844		3007	32.7	1024	161.8
3774	3.641		3071	32.0	1024	165.2
3775	4.062		3045	32.3	1024	163.7
3776	3.938		3052	32.2	1024	164.1
3777	3.938		2958	33.2	1024	158.9
3778	3.766		3001	32.8	1024	161.2
3779	3.938		3023	32.5	1024	162.3
3780	3.672		3041	32.3	1024	163.2
3781	3.906		3057	32.2	1024	164.0
3782	3.875		3015	32.6	1024	161.8
3783	3.797		2972	33.1	1024	159.4
3784	3.719		3031	32.4	1024	162.5
3785	5.156		3051	32.2	1024	163.5
3786	3.828		2999	32.8	1024	160.7
3787	3.922		3020	32.6	1024	161.8
3788	3.719		2997	32.8	1024	160.5
3789	3.766		3008	32.7	1024	161.0
3790	4.094		3059	32.1	1024	163.7
3791	3.766		3001	32.8	1024	160.5
3792	3.781		2960	33.2	1024	158.3
3793	3.562		2986	32.9	1024	159.6
3794	3.578		2983	33.0	1024	159.4
3795	4.219		2994	32.8	1024	160.0
3796	3.391		3007	32.7	1024	160.6
3797	3.750		3018	32.6	1024	161.2
3798	3.969		3025	32.5	1024	161.5
3799	3.625		3036	32.4	1024	162.0
3800	3.812		2966	33.1	1024	158.2
3801	3.609		2999	32.8	1024	159.9
3802	3.781		2995	32.8	1024	159.7
3803	3.891		3020	32.5	1024	161.0
3804	3.891		2990	32.9	1024	159.3
3805	3.656		2987	32.9	1024	159.1
3806	3.922		2965	33.2	1024	157.9
3807	3.875		2996	32.8	1024	159.5
3808	3.766		3010	32.7	1024	160.2
3809	3.844		3041	32.3	1024	161.8
3810	3.969		2972	33.1	1024	158.1
3811	3.875		2997	32.8	1024	159.3
3812	3.641		2996	32.8	1024	159.3
3813	3.703		3161	31.1	1024	168.0
3814	3.688		3041	32.3	1024	161.5
3815	3.875		2975	33.0	1024	158.0
3816	4.156		3093	31.8	1024	164.2
3817	3.859		2981	33.0	1024	158.2
3818	3.844		3009	32.7	1024	159.6
3819	3.672		3000	32.8	1024	159.1
3820	3.422		2995	32.8	1024	158.8
3821	3.828		2976	33.0	1024	157.7
3822	3.797		2968	33.1	1024	157.2
3823	3.938		3000	32.8	1024	158.9
3824	3.938		2976	33.0	1024	157.6
3825	3.938		3004	32.7	1024	159.0
3826	3.781		3050	32.2	1024	161.4
3827	4.031		2979	33.0	1024	157.6
3828	4.094		3034	32.4	1024	160.4
3829	3.750		3035	32.4	1024	160.4
3830	3.906		2983	33.0	1024	157.6
3831	3.969		3147	31.2	1024	166.2
3832	3.875		3027	32.5	1024	159.9
3833	3.844		2975	33.0	1024	157.1
3834	4.281		3026	32.5	1024	159.7
3835	3.844		3029	32.5	1024	159.8
3836	3.875		3022	32.5	1024	159.4
3837	3.938		3033	32.4	1024	159.9
3838	3.953		3011	32.7	1024	158.7
3839	3.750		2991	32.9	1024	157.6
3840	3.969		2965	33.2	1024	156.2
3841	3.906		2942	33.4	1024	155.0
3842	3.766		2991	32.9	1024	157.5
3843	3.828		2947	33.4	1024	155.1
3844	3.859		2954	33.3	1024	155.4
3845	3.844		2988	32.9	1024	157.2
3846	3.594		2971	33.1	1024	156.2
3847	3.547		2972	33.1	1024	156.2
3848	3.672		3006	32.7	1024	158.0
3849	3.812		2962	33.2	1024	155.6
3850	3.703		3010	32.7	1024	158.1
3851	3.719		3002	32.7	1024	157.6
3852	3.891		3011	32.7	1024	158.0
3853	3.859		2996	32.8	1024	157.2
3854	3.859		3000	32.8	1024	157.3
3855	3.922		2980	33.0	1024	156.3
3856	3.828		2970	33.1	1024	155.7
3857	3.953		2992	32.9	1024	156.8
3858	3.562		3005	32.7	1024	157.4
3859	3.703		2999	32.8	1024	157.0
3860	3.969		2980	33.0	1024	156.0
3861	3.938		3040	32.3	1024	159.1
3862	3.719		3040	32.3	1024	159.1
3863	3.828		2998	32.8	1024	156.8
3864	3.891		3023	32.5	1024	158.0
3865	4.000		3033	32.4	1024	158.6
3866	3.766		3058	32.2	1024	159.8
3867	3.875		3035	32.4	1024	158.5
3868	3.828		3027	32.5	1024	158.0
3869	3.781		2979	33.0	1024	155.5
3870	4.000		2997	32.8	1024	156.4
3871	3.625		2968	33.1	1024	154.8
3872	3.328		3081	31.9	1024	160.7
3873	4.094		3056	32.2	1024	159.3
3874	3.938		3035	32.4	1024	158.2
3875	4.000		3008	32.7	1024	156.7
3876	3.906		3004	32.7	1024	156.5
3877	4.031		3009	32.7	1024	156.7
3878	3.812		2985	32.9	1024	155.4
3879	3.797		2968	33.1	1024	154.4
3880	3.828		3013	32.6	1024	156.7
3881	3.891		3055	32.2	1024	158.9
3882	3.844		3015	32.6	1024	156.7
3883	3.734		2974	33.1	1024	154.5
3884	3.969		2982	33.0	1024	154.9
3885	3.719		2962	33.2	1024	153.8
3886	3.766		3012	32.6	1024	156.4
3887	3.891		2974	33.1	1024	154.3
3888	3.766		2987	32.9	1024	155.0
3889	4.000		3030	32.4	1024	157.2
3890	3.672		2992	32.9	1024	155.1
3891	3.938		2994	32.8	1024	155.2
3892	3.750		2976	33.0	1024	154.2
3893	3.578		2998	32.8	1024	155.3
3894	3.875		2981	33.0	1024	154.4
3895	3.688		2979	33.0	1024	154.2
3896	3.891		3000	32.8	1024	155.2
3897	3.719		3003	32.7	1024	155.4
3898	3.891		3018	32.6	1024	156.1
3899	3.719		2982	33.0	1024	154.2
3900	4.344		3047	32.3	1024	157.5
3901	3.750		2990	32.9	1024	154.5
3902	3.625		2990	32.9	1024	154.4
3903	3.547		2971	33.1	1024	153.4
3904	3.609		3009	32.7	1024	155.3
3905	3.719		2990	32.9	1024	154.3
3906	3.578		2977	33.0	1024	153.6
3907	3.859		3048	32.2	1024	157.2
3908	3.672		2988	32.9	1024	154.0
3909	3.547		3016	32.6	1024	155.4
3910	3.359		3026	32.5	1024	155.9
3911	4.062		3066	32.1	1024	157.9
3912	3.703		3040	32.3	1024	156.5
3913	3.375		3013	32.6	1024	155.1
3914	3.766		3030	32.4	1024	155.9
3915	3.562		3012	32.6	1024	154.9
3916	3.609		3008	32.7	1024	154.7
3917	3.766		3021	32.5	1024	155.3
3918	3.344		3046	32.3	1024	156.5
3919	3.719		3015	32.6	1024	154.9
3920	3.641		3001	32.8	1024	154.1
3921	3.703		2994	32.8	1024	153.7
3922	3.328		3036	32.4	1024	155.8
3923	3.906		3085	31.9	1024	158.3
3924	3.984		3057	32.2	1024	156.8
3925	3.609		2978	33.0	1024	152.7
3926	3.938		3025	32.5	1024	155.0
3927	3.766		2999	32.8	1024	153.6
3928	3.578		3008	32.7	1024	154.0
3929	3.609		3004	32.7	1024	153.8
3930	3.609		3002	32.7	1024	153.7
3931	3.219		2984	32.9	1024	152.7
3932	3.609		2983	33.0	1024	152.6
3933	3.484		2974	33.1	1024	152.1
3934	3.891		3049	32.2	1024	155.9
3935	3.703		3007	32.7	1024	153.6
3936	3.359		3094	31.8	1024	158.1
3937	3.750		3129	31.4	1024	159.8
3938	3.812		3069	32.0	1024	156.7
3939	3.734		2980	33.0	1024	152.1
3940	3.672		2999	32.8	1024	153.0
3941	3.578		3022	32.5	1024	154.1
3942	3.750		2986	32.9	1024	152.3
3943	3.781		2995	32.8	1024	152.7
3944	3.812		2993	32.8	1024	152.5
3945	3.688		2982	33.0	1024	151.9
3946	3.781		2996	32.8	1024	152.6
3947	3.875		2985	32.9	1024	151.9
3948	3.609		2988	32.9	1024	152.1
3949	3.672		2978	33.0	1024	151.5
3950	3.781		2970	33.1	1024	151.0
3951	3.781		3072	32.0	1024	156.1
3952	3.500		2996	32.8	1024	152.2
3953	3.469		3044	32.3	1024	154.6
3954	4.156		3052	32.2	1024	155.0
3955	3.672		2993	32.8	1024	151.9
3956	3.281		2978	33.0	1024	151.1
3957	3.672		2982	33.0	1024	151.3
3958	3.594		2994	32.8	1024	151.9
3959	3.594		3044	32.3	1024	154.3
3960	3.719		2979	33.0	1024	151.0
3961	3.516		2966	33.1	1024	150.3
3962	3.672		3015	32.6	1024	152.7
3963	3.344		3009	32.7	1024	152.3
3964	3.594		2996	32.8	1024	151.6
3965	4.062		3068	32.0	1024	155.3
3966	3.656		3043	32.3	1024	153.9
3967	4.000		3018	32.6	1024	152.6
3968	3.750		2976	33.0	1024	150.4
3969	3.656		2987	32.9	1024	151.0
3970	3.625		3057	32.2	1024	154.5
3971	3.906		2994	32.8	1024	151.2
3972	3.594		2990	32.9	1024	150.9
3973	3.766		3062	32.1	1024	154.5
3974	3.766		2989	32.9	1024	150.8
3975	3.766		2988	32.9	1024	150.7
3976	4.156		3057	32.2	1024	154.1
3977	3.938		2993	32.9	1024	150.8
3978	3.609		3003	32.7	1024	151.3
3979	3.844		3023	32.5	1024	152.3
3980	3.688		3024	32.5	1024	152.3
3981	4.094		3043	32.3	1024	153.2
3982	3.750		2998	32.8	1024	150.8
3983	3.844		3007	32.7	1024	151.3
3984	3.859		2968	33.1	1024	149.3
3985	3.797		3015	32.6	1024	151.5
3986	3.812		3040	32.3	1024	152.8
3987	3.703		3021	32.5	1024	151.8
3988	3.891		2955	33.3	1024	148.4
3989	3.828		2984	32.9	1024	149.8
3990	3.953		2989	32.9	1024	150.0
3991	3.656		3005	32.7	1024	150.7
3992	3.922		3017	32.6	1024	151.3
3993	4.031		2973	33.1	1024	149.1
3994	4.000		3020	32.5	1024	151.4
3995	3.953		3021	32.5	1024	151.4
3996	3.719		3035	32.4	1024	152.0
3997	3.922		3022	32.5	1024	151.3
3998	3.906		3014	32.6	1024	150.9
3999	3.734		3042	32.3	1024	152.2
4000	3.812		3025	32.5	1024	151.3
4001	3.766	3.842	3018	32.6	1024	150.9
Saved checkpoint at step 4000
4002	3.906		5779	17.0	1024	288.9
4003	3.578		3007	32.7	1024	150.3
4004	3.781		2972	33.1	1024	148.4
4005	3.906		2972	33.1	1024	148.4
4006	3.875		3028	32.5	1024	151.1
4007	3.781		2998	32.8	1024	149.6
4008	5.031		3056	32.2	1024	152.5
4009	3.656		2963	33.2	1024	147.8
4010	4.000		3035	32.4	1024	151.3
4011	4.062		3028	32.5	1024	150.9
4012	3.750		2937	33.5	1024	146.3
4013	3.875		2952	33.3	1024	147.0
4014	3.906		3006	32.7	1024	149.6
4015	3.844		2968	33.1	1024	147.7
4016	3.875		3016	32.6	1024	150.1
4017	3.812		3013	32.6	1024	149.8
4018	3.953		3032	32.4	1024	150.7
4019	3.828		3042	32.3	1024	151.2
4020	3.609		2994	32.8	1024	148.7
4021	3.688		2984	32.9	1024	148.2
4022	3.859		2972	33.1	1024	147.6
4023	3.688		3018	32.6	1024	149.8
4024	3.812		3008	32.7	1024	149.2
4025	3.844		2989	32.9	1024	148.3
4026	4.094		3041	32.3	1024	150.8
4027	3.953		2980	33.0	1024	147.7
4028	3.844		2942	33.4	1024	145.8
4029	3.875		2989	32.9	1024	148.0
4030	3.750		3014	32.6	1024	149.3
4031	3.797		3063	32.1	1024	151.6
4032	4.250		3068	32.0	1024	151.8
4033	3.875		2986	32.9	1024	147.7
4034	3.844		2970	33.1	1024	146.9
4035	3.844		2974	33.1	1024	147.0
4036	3.859		3022	32.5	1024	149.4
4037	3.703		2985	32.9	1024	147.4
4038	3.812		3013	32.6	1024	148.8
4039	3.422		3005	32.7	1024	148.3
4040	3.594		2978	33.0	1024	147.0
4041	3.766		3010	32.7	1024	148.5
4042	3.812		2993	32.8	1024	147.6
4043	3.766		2997	32.8	1024	147.8
4044	3.844		2943	33.4	1024	145.0
4045	3.703		2953	33.3	1024	145.5
4046	3.859		2982	33.0	1024	146.9
4047	4.406		3011	32.6	1024	148.2
4048	3.906		2992	32.9	1024	147.3
4049	4.000		3013	32.6	1024	148.2
4050	4.219		3049	32.2	1024	150.0
4051	3.781		2973	33.1	1024	146.2
4052	3.938		3027	32.5	1024	148.8
4053	4.250		3154	31.2	1024	154.9
4054	3.969		3019	32.6	1024	148.3
4055	3.828		2994	32.8	1024	147.0
4056	3.656		3047	32.3	1024	149.5
4057	3.984		3028	32.5	1024	148.6
4058	3.625		3014	32.6	1024	147.9
4059	3.969		2982	33.0	1024	146.2
4060	3.938		2992	32.9	1024	146.6
4061	4.625		3079	31.9	1024	150.9
4062	3.906		2987	32.9	1024	146.3
4063	4.031		3056	32.2	1024	149.6
4064	3.953		3007	32.7	1024	147.2
4065	3.812		2969	33.1	1024	145.3
4066	4.406		3048	32.3	1024	149.1
4067	3.812		3016	32.6	1024	147.5
4068	4.031		2944	33.4	1024	143.9
4069	4.062		2983	33.0	1024	145.8
4070	3.844		2957	33.2	1024	144.5
4071	3.969		3047	32.3	1024	148.8
4072	3.875		3041	32.3	1024	148.4
4073	3.938		2989	32.9	1024	145.9
4074	3.875		3040	32.3	1024	148.3
4075	3.828		3076	32.0	1024	150.0
4076	3.734		2972	33.1	1024	144.9
4077	3.750		2988	32.9	1024	145.6
4078	3.781		2970	33.1	1024	144.7
4079	3.859		2974	33.1	1024	144.9
4080	3.828		2935	33.5	1024	142.9
4081	3.953		3035	32.4	1024	147.7
4082	3.625		3037	32.4	1024	147.8
4083	3.703		2993	32.8	1024	145.5
4084	3.766		2998	32.8	1024	145.7
4085	3.875		3018	32.6	1024	146.7
4086	3.641		3018	32.6	1024	146.6
4087	3.734		3010	32.7	1024	146.2
4088	3.828		2972	33.1	1024	144.3
4089	3.859		2987	32.9	1024	145.0
4090	3.844		2960	33.2	1024	143.6
4091	4.000		2993	32.8	1024	145.1
4092	3.594		3000	32.8	1024	145.4
4093	3.734		2976	33.0	1024	144.2
4094	3.859		3012	32.6	1024	145.9
4095	3.781		2981	33.0	1024	144.4
4096	4.000		3001	32.8	1024	145.3
4097	3.797		3042	32.3	1024	147.2
4098	3.750		2995	32.8	1024	144.9
4099	3.578		2989	32.9	1024	144.6
4100	3.703		3045	32.3	1024	147.2
4101	4.250		3045	32.3	1024	147.2
4102	3.859		2999	32.8	1024	144.9
4103	3.922		2991	32.9	1024	144.5
4104	3.562		2963	33.2	1024	143.1
4105	3.516		3017	32.6	1024	145.6
4106	3.797		2961	33.2	1024	142.9
4107	3.891		2982	33.0	1024	143.8
4108	4.000		3014	32.6	1024	145.3
4109	3.703		3006	32.7	1024	144.9
4110	3.656		2970	33.1	1024	143.1
4111	3.844		2938	33.5	1024	141.5
4112	3.750		2976	33.0	1024	143.3
4113	3.984		3037	32.4	1024	146.2
4114	3.688		2995	32.8	1024	144.1
4115	3.656		2960	33.2	1024	142.4
4116	3.844		2989	32.9	1024	143.7
4117	3.875		2964	33.2	1024	142.5
4118	3.828		3000	32.8	1024	144.2
4119	3.953		3036	32.4	1024	145.8
4120	3.750		2986	32.9	1024	143.4
4121	3.781		2998	32.8	1024	143.9
4122	3.781		2990	32.9	1024	143.5
4123	3.812		2985	32.9	1024	143.2
4124	3.938		3020	32.5	1024	144.8
4125	3.750		2974	33.1	1024	142.6
4126	3.766		2997	32.8	1024	143.6
4127	3.812		2980	33.0	1024	142.8
4128	3.953		2962	33.2	1024	141.8
4129	3.797		2998	32.8	1024	143.5
4130	3.938		3034	32.4	1024	145.2
4131	3.828		2977	33.0	1024	142.4
4132	3.859		2968	33.1	1024	141.9
4133	3.953		3015	32.6	1024	144.1
4134	3.438		2984	32.9	1024	142.6
4135	3.953		3000	32.8	1024	143.3
4136	3.719		3022	32.5	1024	144.3
4137	3.844		3045	32.3	1024	145.3
4138	3.531		3006	32.7	1024	143.4
4139	3.719		2978	33.0	1024	142.1
4140	3.781		2988	32.9	1024	142.5
4141	3.656		3028	32.5	1024	144.3
4142	3.688		2975	33.0	1024	141.8
4143	3.703		2971	33.1	1024	141.5
4144	3.781		3055	32.2	1024	145.5
4145	3.750		3052	32.2	1024	145.3
4146	3.656		2988	32.9	1024	142.2
4147	3.656		2963	33.2	1024	140.9
4148	3.781		2987	32.9	1024	142.0
4149	3.781		3051	32.2	1024	145.0
4150	3.641		3014	32.6	1024	143.2
4151	3.672		2979	33.0	1024	141.5
4152	3.703		3014	32.6	1024	143.1
4153	3.875		3016	32.6	1024	143.1
4154	3.594		3031	32.4	1024	143.8
4155	3.703		2979	33.0	1024	141.3
4156	3.641		3009	32.7	1024	142.7
4157	3.562		2998	32.8	1024	142.1
4158	3.938		2978	33.0	1024	141.1
4159	3.516		3001	32.8	1024	142.1
4160	4.250		3152	31.2	1024	149.3
4161	3.750		2996	32.8	1024	141.8
4162	3.531		3008	32.7	1024	142.3
4163	3.562		2986	32.9	1024	141.3
4164	3.344		3017	32.6	1024	142.6
4165	3.781		3008	32.7	1024	142.2
4166	3.766		3030	32.4	1024	143.2
4167	3.812		3023	32.5	1024	142.8
4168	3.938		3035	32.4	1024	143.3
4169	3.703		2989	32.9	1024	141.1
4170	3.484		3008	32.7	1024	141.9
4171	3.922		3034	32.4	1024	143.1
4172	3.578		3001	32.8	1024	141.5
4173	3.625		3016	32.6	1024	142.1
4174	3.750		2986	32.9	1024	140.7
4175	3.781		2995	32.8	1024	141.1
4176	3.641		3017	32.6	1024	142.1
4177	3.703		3019	32.6	1024	142.1
4178	3.766		3030	32.4	1024	142.6
4179	3.562		3002	32.7	1024	141.2
4180	3.516		3013	32.6	1024	141.6
4181	3.859		2980	33.0	1024	140.1
4182	3.719		3000	32.8	1024	141.0
4183	3.812		3028	32.5	1024	142.2
4184	3.594		2989	32.9	1024	140.4
4185	3.688		3018	32.6	1024	141.6
4186	3.328		2994	32.8	1024	140.5
4187	3.500		3006	32.7	1024	141.0
4188	3.547		3005	32.7	1024	140.9
4189	3.844		3004	32.7	1024	140.8
4190	3.500		2965	33.1	1024	138.9
4191	4.281		3095	31.8	1024	145.0
4192	3.656		3046	32.3	1024	142.6
4193	3.484		2999	32.8	1024	140.4
4194	3.562		2967	33.1	1024	138.8
4195	3.797		2979	33.0	1024	139.3
4196	3.578		2975	33.0	1024	139.1
4197	3.781		2994	32.8	1024	139.9
4198	3.672		3055	32.2	1024	142.7
4199	3.281		2998	32.8	1024	140.0
4200	3.859		3020	32.6	1024	141.0
4201	3.688		3037	32.4	1024	141.7
4202	3.578		2993	32.8	1024	139.6
4203	3.875		3011	32.7	1024	140.4
4204	3.672		3016	32.6	1024	140.6
4205	3.922		2980	33.0	1024	138.9
4206	3.703		2975	33.0	1024	138.6
4207	3.781		2999	32.8	1024	139.6
4208	3.406		2977	33.0	1024	138.6
4209	3.562		2970	33.1	1024	138.2
4210	3.750		3009	32.7	1024	140.0
4211	3.750		3010	32.7	1024	140.0
4212	3.703		3005	32.7	1024	139.7
4213	3.500		2991	32.9	1024	139.0
4214	3.891		3033	32.4	1024	140.9
4215	4.000		3020	32.6	1024	140.2
4216	3.781		2997	32.8	1024	139.1
4217	3.375		3066	32.1	1024	142.3
4218	3.844		2980	33.0	1024	138.2
4219	3.828		2958	33.2	1024	137.1
4220	3.641		2961	33.2	1024	137.2
4221	4.094		2993	32.8	1024	138.7
4222	3.969		3048	32.2	1024	141.2
4223	3.828		3000	32.8	1024	138.9
4224	3.797		3012	32.6	1024	139.4
4225	3.500		3009	32.7	1024	139.2
4226	3.812		3019	32.6	1024	139.6
4227	3.750		2997	32.8	1024	138.6
4228	4.031		2974	33.1	1024	137.5
4229	3.703		2945	33.4	1024	136.1
4230	3.891		2973	33.1	1024	137.3
4231	4.031		2979	33.0	1024	137.6
4232	4.125		3011	32.6	1024	139.0
4233	3.859		3060	32.1	1024	141.2
4234	3.688		3014	32.6	1024	139.0
4235	3.625		2981	33.0	1024	137.4
4236	3.891		2991	32.9	1024	137.8
4237	3.781		2974	33.1	1024	137.0
4238	3.750		2970	33.1	1024	136.8
4239	3.797		2968	33.1	1024	136.6
4240	3.703		3006	32.7	1024	138.3
4241	3.891		2991	32.9	1024	137.6
4242	4.000		3028	32.5	1024	139.2
4243	4.406		3056	32.2	1024	140.5
4244	4.125		3026	32.5	1024	139.0
4245	3.953		2964	33.2	1024	136.2
4246	3.672		2998	32.8	1024	137.6
4247	4.094		3050	32.2	1024	140.0
4248	3.953		2981	33.0	1024	136.8
4249	3.953		2977	33.0	1024	136.5
4250	3.672		2997	32.8	1024	137.4
4251	3.875	3.834	2991	32.9	1024	137.1
4252	3.812		2968	33.1	1024	136.0
4253	4.375		3050	32.2	1024	139.7
4254	3.859		2979	33.0	1024	136.4
4255	3.953		2989	32.9	1024	136.8
4256	3.672		3016	32.6	1024	138.0
4257	3.844		3008	32.7	1024	137.6
4258	4.094		3004	32.7	1024	137.3
4259	3.578		2966	33.1	1024	135.6
4260	3.984		3016	32.6	1024	137.8
4261	3.953		3035	32.4	1024	138.6
4262	3.891		3020	32.6	1024	137.8
4263	3.875		2992	32.9	1024	136.6
4264	4.094		2974	33.1	1024	135.7
4265	4.094		3029	32.5	1024	138.1
4266	3.750		2957	33.2	1024	134.8
4267	3.641		3005	32.7	1024	136.9
4268	3.688		3051	32.2	1024	139.0
4269	3.500		3007	32.7	1024	136.9
4270	3.797		2954	33.3	1024	134.5
4271	3.766		2998	32.8	1024	136.4
4272	4.094		3004	32.7	1024	136.6
4273	3.984		3102	31.7	1024	141.0
4274	3.703		3010	32.7	1024	136.8
4275	3.750		2930	33.6	1024	133.1
4276	3.859		3019	32.6	1024	137.1
4277	3.766		3054	32.2	1024	138.7
4278	4.062		3028	32.5	1024	137.4
4279	3.875		3030	32.4	1024	137.5
4280	3.734		2991	32.9	1024	135.7
4281	3.703		2992	32.9	1024	135.6
4282	3.906		2979	33.0	1024	135.0
4283	4.531		3069	32.0	1024	139.0
4284	3.719		2980	33.0	1024	134.9
