DataLoader: found 20 files matching finewebedu10B/finewebedu_train_*.bin
/workspace/nanoGPT_1GPU_SPEEDRUN/train_gpt2_3060ti.py:307: UserWarning: The given buffer is not writable, and PyTorch does not support non-writable tensors. This means you can write to the underlying (supposedly non-writable) buffer using the tensor. You may want to copy the buffer to protect its data or make it writable before converting it to a tensor. This type of warning will be suppressed for the rest of this program. (Triggered internally at /pytorch/torch/csrc/utils/tensor_new.cpp:1581.)
  return torch.frombuffer(f.read(), dtype=torch.uint16)[256*2:]
DataLoader: found 1 files matching finewebedu10B/finewebedu_val_*.bin
Running in BF16 mode (no FP8 - RTX 3060 Ti)
Run ID: a99f82f1-58ad-45e4-9678-f42e8b823970
GPU: RTX 3060 Ti (8GB)
Config: batch_size=8, seq_len=12288, iters=7000
Tokens per step: 98,304
Total tokens: 688.1M
Val every 250 steps, checkpoint every 500 steps

Step	Loss	ValLoss	Time(ms)	kt/s	Window	ETA(m)
1789	3.984		2876	34.2	512	249.8
1790	4.125		2868	34.3	512	249.1
1791	4.031		2861	34.4	512	248.4
1792	4.188		2888	34.0	512	250.7
1793	4.031		2874	34.2	512	249.5
1794	4.094		2875	34.2	512	249.5
1795	4.031		2886	34.1	512	250.4
1796	4.188		2868	34.3	512	248.8
1797	4.062		2860	34.4	512	248.1
1798	3.938		2874	34.2	512	249.3
1799	4.062		2865	34.3	512	248.4
1800	4.062		2862	34.4	512	248.0
1801	4.188		2880	34.1	512	249.6
1802	4.094		2877	34.2	512	249.3
1803	4.688		2885	34.1	512	250.0
1804	4.062		2868	34.3	512	248.4
1805	3.969		2866	34.3	512	248.2
1806	4.125		2878	34.2	512	249.2
1807	4.531		2875	34.2	512	248.9
1808	3.922		2865	34.3	512	248.0
1809	3.922		2869	34.3	512	248.3
1810	4.000		2876	34.2	512	248.9
1811	4.094		2860	34.4	512	247.4
1812	4.062		2874	34.2	512	248.6
1813	3.938		2857	34.4	512	247.0
1814	3.828		2873	34.2	512	248.4
1815	3.953		2883	34.1	512	249.2
1816	4.062		2876	34.2	512	248.5
1817	4.438		2891	34.0	512	249.8
1818	4.344		2861	34.4	512	247.2
1819	4.125		2862	34.4	512	247.1
1820	4.000		2866	34.3	512	247.5
1821	4.344		2867	34.3	512	247.5
1822	3.984		2874	34.2	512	248.0
1823	3.594		2879	34.1	512	248.4
1824	4.250		2871	34.2	512	247.7
1825	4.156		2895	34.0	512	249.7
1826	4.688		2894	34.0	512	249.6
1827	4.156		2875	34.2	512	247.9
1828	4.031		2855	34.4	512	246.2
1829	4.438		2891	34.0	512	249.2
1830	3.969		2881	34.1	512	248.3
1831	4.125		2872	34.2	512	247.4
1832	4.062		2872	34.2	512	247.4
1833	4.031		2882	34.1	512	248.2
1834	3.922		2881	34.1	512	248.1
1835	3.547		2885	34.1	512	248.4
1836	4.062		2874	34.2	512	247.4
1837	4.031		2878	34.2	512	247.7
1838	3.969		2862	34.4	512	246.2
1839	4.125		2888	34.0	512	248.5
1840	4.219		2868	34.3	512	246.7
1841	3.969		2879	34.1	512	247.6
1842	4.062		2876	34.2	512	247.3
1843	3.766		2872	34.2	512	246.9
1844	3.969		2861	34.4	512	245.9
1845	3.594		2879	34.1	512	247.4
1846	4.031		2869	34.3	512	246.5
1847	3.891		2876	34.2	512	247.0
1848	3.906		2884	34.1	512	247.7
1849	3.922		2872	34.2	512	246.6
1850	3.922		2860	34.4	512	245.6
1851	4.000		2869	34.3	512	246.3
1852	3.953		2866	34.3	512	246.0
1853	3.984		2887	34.1	512	247.7
1854	4.312		2900	33.9	512	248.8
1855	4.250		2880	34.1	512	247.0
1856	4.219		2875	34.2	512	246.5
1857	4.188		2860	34.4	512	245.2
1858	3.891		2867	34.3	512	245.8
1859	3.859		2864	34.3	512	245.4
1860	3.859		2872	34.2	512	246.1
1861	3.922		2864	34.3	512	245.4
1862	3.938		2867	34.3	512	245.6
1863	4.125		2870	34.3	512	245.8
1864	3.641		2863	34.3	512	245.1
1865	3.953		2872	34.2	512	245.8
1866	3.531		2877	34.2	512	246.2
1867	3.953		2886	34.1	512	246.9
1868	4.219		2868	34.3	512	245.3
1869	4.250		2881	34.1	512	246.5
1870	3.781		2880	34.1	512	246.3
1871	3.875		2856	34.4	512	244.2
1872	3.734		2884	34.1	512	246.6
1873	3.953		2863	34.3	512	244.7
1874	3.984		2877	34.2	512	245.9
1875	4.250		2875	34.2	512	245.6
1876	3.797		2873	34.2	512	245.4
1877	3.969		2870	34.3	512	245.1
1878	4.188		2883	34.1	512	246.1
1879	3.891		2870	34.3	512	245.0
1880	4.031		2877	34.2	512	245.5
1881	3.922		2871	34.2	512	245.0
1882	4.125		2876	34.2	512	245.4
1883	3.859		2865	34.3	512	244.4
1884	3.734		2874	34.2	512	245.1
1885	4.156		2884	34.1	512	245.9
1886	3.672		2867	34.3	512	244.4
1887	4.094		2860	34.4	512	243.7
1888	4.219		2870	34.3	512	244.6
1889	3.984		2874	34.2	512	244.9
1890	3.844		2871	34.2	512	244.5
1891	4.188		2883	34.1	512	245.5
1892	4.094		2885	34.1	512	245.6
1893	3.781		2880	34.1	512	245.2
1894	3.797		2878	34.2	512	244.9
1895	4.031		2878	34.2	512	244.9
1896	4.094		2870	34.3	512	244.2
1897	3.797		2869	34.3	512	244.1
1898	3.938		2864	34.3	512	243.6
1899	3.906		2875	34.2	512	244.5
1900	4.125		2864	34.3	512	243.5
1901	3.922		2859	34.4	512	243.0
1902	3.797		2865	34.3	512	243.5
1903	3.766		2874	34.2	512	244.2
1904	3.891		2868	34.3	512	243.7
1905	3.828		2858	34.4	512	242.7
1906	4.000		2875	34.2	512	244.1
1907	4.062		2876	34.2	512	244.2
1908	3.953		2865	34.3	512	243.2
1909	4.062		2869	34.3	512	243.5
1910	4.250		2870	34.2	512	243.6
1911	3.984		2860	34.4	512	242.6
1912	3.922		2870	34.2	512	243.4
1913	3.969		2871	34.2	512	243.4
1914	4.031		2889	34.0	512	244.9
1915	4.312		2869	34.3	512	243.2
1916	3.812		2878	34.2	512	243.9
1917	4.094		2872	34.2	512	243.3
1918	3.578		2876	34.2	512	243.7
1919	3.906		2892	34.0	512	244.9
1920	3.984		2875	34.2	512	243.5
1921	3.734		2871	34.2	512	243.1
1922	3.750		2877	34.2	512	243.5
1923	3.922		2889	34.0	512	244.5
1924	4.062		2879	34.2	512	243.6
1925	4.031		2875	34.2	512	243.2
1926	3.781		2881	34.1	512	243.7
1927	3.922		2884	34.1	512	243.9
1928	3.938		2875	34.2	512	243.1
1929	4.031		2875	34.2	512	243.0
1930	3.953		2884	34.1	512	243.8
1931	3.609		2876	34.2	512	243.1
1932	3.828		2875	34.2	512	242.9
1933	4.062		2885	34.1	512	243.7
1934	3.734		2885	34.1	512	243.7
1935	3.719		2878	34.2	512	243.0
1936	4.312		2877	34.2	512	242.9
1937	3.562		2866	34.3	512	241.9
1938	3.766		2876	34.2	512	242.7
1939	3.859		2876	34.2	512	242.6
1940	3.797		2876	34.2	512	242.6
1941	3.844		2876	34.2	512	242.5
1942	3.938		2883	34.1	512	243.1
1943	4.000		2884	34.1	512	243.1
1944	3.844		2879	34.2	512	242.6
1945	4.125		2885	34.1	512	243.1
1946	3.875		2884	34.1	512	243.0
1947	3.969		2877	34.2	512	242.4
1948	4.312		2878	34.2	512	242.4
1949	3.703		2864	34.3	512	241.2
1950	4.000		2878	34.2	512	242.3
1951	4.250		2878	34.2	512	242.2
1952	3.656		2881	34.1	512	242.5
1953	4.062		2864	34.3	512	241.0
1954	3.516		2866	34.3	512	241.1
1955	3.828		2878	34.2	512	242.0
1956	3.906		2868	34.3	512	241.1
1957	4.062		2873	34.2	512	241.5
1958	3.953		2879	34.2	512	241.9
1959	4.094		2885	34.1	512	242.4
1960	3.984		2885	34.1	512	242.4
1961	3.719		2877	34.2	512	241.7
1962	4.156		2872	34.2	512	241.2
1963	3.938		2880	34.1	512	241.8
1964	3.797		2876	34.2	512	241.4
1965	3.781		2874	34.2	512	241.2
1966	5.156		2902	33.9	512	243.5
1967	3.797		2878	34.2	512	241.5
1968	3.766		2866	34.3	512	240.4
1969	3.781		2874	34.2	512	241.1
1970	3.906		2879	34.1	512	241.4
1971	3.953		2882	34.1	512	241.6
1972	3.734		2881	34.1	512	241.5
1973	4.062		2869	34.3	512	240.4
1974	3.922		2871	34.2	512	240.5
1975	3.641		2872	34.2	512	240.6
1976	3.703		2873	34.2	512	240.6
1977	3.719		2867	34.3	512	240.1
1978	3.844		2871	34.2	512	240.4
1979	3.859		2872	34.2	512	240.4
1980	3.703		2872	34.2	512	240.3
1981	4.000		2903	33.9	512	242.9
1982	4.031		2871	34.2	512	240.1
1983	3.969		2866	34.3	512	239.7
1984	4.031		2874	34.2	512	240.3
1985	4.156		2860	34.4	512	239.1
1986	4.031		2878	34.2	512	240.5
1987	4.156		2877	34.2	512	240.5
1988	4.125		2888	34.0	512	241.3
1989	4.156		2878	34.2	512	240.4
1990	4.094		2873	34.2	512	239.9
1991	4.062		2876	34.2	512	240.1
1992	3.953		2861	34.4	512	238.9
1993	3.844		2865	34.3	512	239.1
1994	3.953		2881	34.1	512	240.4
1995	3.969		2873	34.2	512	239.7
1996	3.922		2859	34.4	512	238.5
1997	4.000		2877	34.2	512	239.9
1998	3.922		2864	34.3	512	238.8
1999	3.984		2879	34.1	512	240.0
2000	3.156		2897	33.9	512	241.5
2001	4.125	4.111	2875	34.2	512	239.6
Saved checkpoint at step 2000
2002	3.984		5624	17.5	512	468.6
2003	3.562		2886	34.1	512	240.4
2004	4.031		2874	34.2	512	239.3
2005	4.188		2881	34.1	512	239.9
2006	3.953		2876	34.2	512	239.4
2007	4.219		2865	34.3	512	238.4
2008	4.031		2851	34.5	512	237.3
2009	4.000		2876	34.2	512	239.3
2010	4.156		2882	34.1	512	239.7
2011	3.969		2886	34.1	512	240.0
2012	4.125		2887	34.1	512	240.1
2013	3.938		2877	34.2	512	239.2
2014	4.094		2863	34.3	512	238.0
2015	4.375		2883	34.1	512	239.6
2016	4.031		2874	34.2	512	238.8
2017	4.375		2890	34.0	512	240.1
2018	3.812		2885	34.1	512	239.6
2019	3.891		2864	34.3	512	237.8
2020	4.250		2886	34.1	512	239.6
2021	3.859		2863	34.3	512	237.6
2022	4.281		2872	34.2	512	238.4
2023	3.828		2866	34.3	512	237.8
2024	4.062		2860	34.4	512	237.2
2025	3.812		2869	34.3	512	238.0
2026	4.000		2867	34.3	512	237.7
2027	4.094		2877	34.2	512	238.5
2028	4.062		2862	34.3	512	237.2
2029	4.031		2865	34.3	512	237.4
2030	3.875		2876	34.2	512	238.3
2031	4.062		2874	34.2	512	238.1
2032	4.125		2879	34.1	512	238.5
2033	4.156		2886	34.1	512	239.0
2034	3.938		2874	34.2	512	238.0
2035	3.984		2853	34.5	512	236.1
2036	4.406		2889	34.0	512	239.1
2037	3.875		2879	34.1	512	238.2
2038	3.953		2880	34.1	512	238.2
2039	4.000		2868	34.3	512	237.2
2040	3.922		2858	34.4	512	236.3
2041	3.969		2862	34.3	512	236.6
2042	3.688		2875	34.2	512	237.6
2043	4.062		2869	34.3	512	237.1
2044	3.938		2862	34.3	512	236.5
2045	3.969		2861	34.4	512	236.3
2046	4.188		2876	34.2	512	237.5
2047	4.094		2876	34.2	512	237.5
2048	4.094		2856	34.4	512	235.8
2049	3.703		2870	34.3	512	236.9
2050	4.375		2875	34.2	512	237.2
2051	3.812		2868	34.3	512	236.6
2052	4.000		2871	34.2	512	236.8
2053	3.688		2868	34.3	512	236.5
2054	4.000		2867	34.3	512	236.4
2055	3.703		2861	34.4	512	235.8
2056	3.797		2867	34.3	512	236.3
2057	3.859		2858	34.4	512	235.5
2058	4.094		2904	33.9	512	239.2
2059	3.875		2871	34.2	512	236.4
2060	4.000		2864	34.3	512	235.8
2061	4.062		2858	34.4	512	235.3
2062	3.938		2888	34.0	512	237.7
2063	4.062		2874	34.2	512	236.5
2064	4.125		2869	34.3	512	236.1
2065	4.281		2884	34.1	512	237.3
2066	4.031		2876	34.2	512	236.6
2067	3.922		2880	34.1	512	236.8
2068	3.922		2875	34.2	512	236.4
2069	4.031		2878	34.2	512	236.6
2070	3.578		2879	34.1	512	236.6
2071	4.031		2871	34.2	512	235.9
2072	3.891		2860	34.4	512	235.0
2073	3.953		2864	34.3	512	235.3
2074	4.188		2872	34.2	512	235.8
2075	4.062		2863	34.3	512	235.0
2076	4.031		2860	34.4	512	234.7
2077	4.000		2860	34.4	512	234.7
2078	3.875		2877	34.2	512	236.1
2079	3.609		2874	34.2	512	235.8
2080	4.281		2866	34.3	512	235.1
2081	4.125		2862	34.4	512	234.6
2082	3.812		2857	34.4	512	234.2
2083	3.891		2873	34.2	512	235.5
2084	3.891		2873	34.2	512	235.4
2085	4.031		2873	34.2	512	235.4
2086	4.031		2866	34.3	512	234.8
2087	3.703		2872	34.2	512	235.2
2088	3.656		2868	34.3	512	234.8
2089	3.859		2866	34.3	512	234.6
2090	3.969		2871	34.2	512	235.0
2091	4.062		2871	34.2	512	234.9
2092	4.125		2865	34.3	512	234.4
2093	3.875		2864	34.3	512	234.3
2094	4.156		2878	34.2	512	235.4
2095	4.062		2855	34.4	512	233.4
2096	4.688		2879	34.1	512	235.4
2097	3.797		2866	34.3	512	234.2
2098	3.672		2871	34.2	512	234.6
2099	3.812		2869	34.3	512	234.4
2100	3.906		2869	34.3	512	234.3
2101	3.984		2877	34.2	512	234.9
2102	4.094		2872	34.2	512	234.5
2103	4.156		2878	34.2	512	234.9
2104	3.875		2871	34.2	512	234.3
2105	4.188		2879	34.1	512	234.9
2106	3.641		2867	34.3	512	233.9
2107	3.891		2870	34.2	512	234.1
2108	4.094		2866	34.3	512	233.7
2109	3.859		2868	34.3	512	233.8
2110	3.859		2869	34.3	512	233.9
2111	3.781		2881	34.1	512	234.8
2112	3.906		2870	34.2	512	233.9
2113	3.906		2878	34.2	512	234.5
2114	3.891		2863	34.3	512	233.2
2115	4.094		2875	34.2	512	234.1
2116	3.906		2871	34.2	512	233.8
2117	3.969		2867	34.3	512	233.4
2118	3.875		2876	34.2	512	234.1
2119	3.953		2869	34.3	512	233.5
2120	3.875		2864	34.3	512	233.0
2121	4.188		2864	34.3	512	233.0
2122	3.969		2863	34.3	512	232.8
2123	3.719		2859	34.4	512	232.4
2124	4.250		2868	34.3	512	233.2
2125	3.922		2855	34.4	512	232.0
2126	3.875		2865	34.3	512	232.7
2127	3.734		2875	34.2	512	233.6
2128	3.875		2866	34.3	512	232.7
2129	3.906		2870	34.3	512	233.0
2130	3.797		2870	34.2	512	233.0
2131	3.938		2869	34.3	512	232.9
2132	3.828		2864	34.3	512	232.4
2133	4.031		2876	34.2	512	233.3
2134	3.859		2862	34.3	512	232.1
2135	3.812		2869	34.3	512	232.7
2136	4.156		2876	34.2	512	233.2
2137	3.812		2861	34.4	512	232.0
2138	3.812		2872	34.2	512	232.7
2139	3.891		2877	34.2	512	233.1
2140	3.766		2875	34.2	512	233.0
2141	3.906		2859	34.4	512	231.6
2142	3.812		2870	34.2	512	232.4
2143	3.984		2888	34.0	512	233.8
2144	3.797		2878	34.2	512	233.0
2145	4.094		2874	34.2	512	232.6
2146	3.906		2868	34.3	512	232.0
2147	4.000		2874	34.2	512	232.5
2148	3.844		2871	34.2	512	232.2
2149	3.906		2869	34.3	512	232.0
2150	3.922		2868	34.3	512	231.9
2151	4.062		2864	34.3	512	231.5
2152	4.062		2861	34.4	512	231.2
2153	4.219		2878	34.2	512	232.5
2154	3.719		2864	34.3	512	231.3
2155	3.859		2868	34.3	512	231.7
2156	4.125		2879	34.1	512	232.5
2157	4.031		2873	34.2	512	231.9
2158	4.125		2876	34.2	512	232.2
2159	4.219		2874	34.2	512	231.9
2160	3.641		2865	34.3	512	231.2
2161	3.625		2868	34.3	512	231.3
2162	3.922		2876	34.2	512	231.9
2163	3.734		2873	34.2	512	231.7
2164	3.797		2880	34.1	512	232.2
2165	3.859		2874	34.2	512	231.7
2166	3.812		2878	34.2	512	231.9
2167	3.453		2899	33.9	512	233.5
2168	4.125		2880	34.1	512	232.0
2169	4.000		2875	34.2	512	231.6
2170	3.922		2884	34.1	512	232.2
2171	3.781		2880	34.1	512	231.8
2172	4.000		2875	34.2	512	231.4
2173	3.844		2879	34.1	512	231.6
2174	3.719		2872	34.2	512	231.0
2175	3.922		2865	34.3	512	230.5
2176	3.781		2880	34.1	512	231.6
2177	3.953		2859	34.4	512	229.8
2178	4.062		2857	34.4	512	229.7
2179	3.844		2875	34.2	512	231.1
2180	3.875		2881	34.1	512	231.5
2181	3.562		2873	34.2	512	230.8
2182	3.938		2882	34.1	512	231.5
2183	4.094		2875	34.2	512	230.8
2184	4.031		2870	34.3	512	230.4
2185	3.688		2879	34.1	512	231.1
2186	3.891		2882	34.1	512	231.3
2187	3.812		2872	34.2	512	230.4
2188	3.797		2868	34.3	512	230.1
2189	3.688		2877	34.2	512	230.8
2190	3.891		2874	34.2	512	230.4
2191	3.938		2879	34.1	512	230.8
2192	3.656		2878	34.2	512	230.6
2193	3.812		2872	34.2	512	230.2
2194	3.734		2881	34.1	512	230.8
2195	3.828		2877	34.2	512	230.4
2196	3.672		2871	34.2	512	229.9
2197	3.938		2873	34.2	512	230.1
2198	3.766		2874	34.2	512	230.0
2199	3.734		2865	34.3	512	229.3
2200	3.703		2873	34.2	512	229.9
2201	4.000		2875	34.2	512	230.0
2202	4.781		2897	33.9	512	231.7
2203	3.969		2882	34.1	512	230.5
2204	3.891		2871	34.2	512	229.5
2205	3.781		2880	34.1	512	230.2
2206	3.750		2876	34.2	512	229.8
2207	3.656		2873	34.2	512	229.6
2208	3.797		2894	34.0	512	231.2
2209	3.828		2874	34.2	512	229.5
2210	3.984		2890	34.0	512	230.8
2211	3.984		2889	34.0	512	230.6
2212	3.859		2876	34.2	512	229.6
2213	3.953		2866	34.3	512	228.7
2214	3.766		2885	34.1	512	230.2
2215	3.969		2884	34.1	512	230.1
2216	3.750		2873	34.2	512	229.1
2217	3.891		2887	34.0	512	230.2
2218	3.969		2882	34.1	512	229.7
2219	3.844		2873	34.2	512	228.9
2220	3.812		2874	34.2	512	229.0
2221	3.938		2870	34.3	512	228.6
2222	4.125		2859	34.4	512	227.7
2223	4.219		2872	34.2	512	228.7
2224	3.953		2860	34.4	512	227.7
2225	3.734		2889	34.0	512	230.0
2226	4.094		2867	34.3	512	228.1
2227	3.953		2886	34.1	512	229.6
2228	4.250		2865	34.3	512	227.9
2229	4.219		2864	34.3	512	227.8
2230	4.188		2893	34.0	512	230.1
2231	4.094		2864	34.3	512	227.7
2232	3.922		2867	34.3	512	227.9
2233	4.031		2878	34.2	512	228.7
2234	3.953		2882	34.1	512	228.9
2235	3.969		2878	34.2	512	228.6
2236	3.922		2885	34.1	512	229.1
2237	3.922		2871	34.2	512	228.0
2238	3.812		2867	34.3	512	227.6
2239	4.094		2877	34.2	512	228.3
2240	4.000		2867	34.3	512	227.5
2241	4.406		2892	34.0	512	229.4
2242	4.062		2858	34.4	512	226.7
2243	4.031		2874	34.2	512	227.9
2244	4.031		2860	34.4	512	226.8
2245	4.094		2870	34.3	512	227.5
2246	4.156		2865	34.3	512	227.1
2247	4.062		2879	34.1	512	228.1
2248	3.875		2872	34.2	512	227.5
2249	3.734		2878	34.2	512	227.9
2250	4.125		2886	34.1	512	228.5
2251	4.156	4.229	2900	33.9	512	229.6
2252	4.312		2881	34.1	512	228.0
2253	4.062		2873	34.2	512	227.3
2254	3.938		2896	33.9	512	229.1
2255	3.984		2867	34.3	512	226.8
2256	3.844		2864	34.3	512	226.5
2257	3.906		2873	34.2	512	227.2
2258	4.094		2879	34.1	512	227.6
2259	4.031		2888	34.0	512	228.2
2260	4.344		2885	34.1	512	228.0
2261	4.219		2862	34.4	512	226.1
2262	4.156		2869	34.3	512	226.6
2263	3.844		2879	34.1	512	227.3
2264	3.828		2865	34.3	512	226.2
2265	3.828		2880	34.1	512	227.4
2266	4.219		2876	34.2	512	227.0
2267	4.062		2865	34.3	512	226.0
2268	3.969		2867	34.3	512	226.2
2269	3.953		2868	34.3	512	226.2
2270	3.953		2879	34.1	512	227.0
2271	3.891		2874	34.2	512	226.5
2272	3.891		2874	34.2	512	226.5
2273	3.922		2861	34.4	512	225.5
2274	3.875		2898	33.9	512	228.3
2275	3.844		2920	33.7	512	230.0
2276	3.922		2869	34.3	512	225.9
2277	4.438		2867	34.3	512	225.7
2278	3.953		2879	34.2	512	226.6
2279	3.938		2867	34.3	512	225.6
2280	4.219		2884	34.1	512	226.9
2281	3.875		2856	34.4	512	224.7
2282	3.859		2873	34.2	512	226.0
2283	4.031		2886	34.1	512	226.9
2284	4.156		2862	34.4	512	225.0
2285	3.797		2864	34.3	512	225.1
2286	3.875		2870	34.3	512	225.5
2287	3.469		2879	34.1	512	226.2
2288	3.938		2867	34.3	512	225.2
2289	4.188		2888	34.0	512	226.8
2290	4.062		2883	34.1	512	226.4
2291	4.344		2908	33.8	512	228.3
2292	3.797		2883	34.1	512	226.3
2293	4.156		2876	34.2	512	225.7
2294	4.094		2873	34.2	512	225.4
2295	4.094		2881	34.1	512	226.0
2296	3.984		2869	34.3	512	224.9
2297	4.031		2875	34.2	512	225.4
2298	4.000		2876	34.2	512	225.4
2299	3.828		2865	34.3	512	224.5
2300	3.750		2867	34.3	512	224.6
2301	4.094		2864	34.3	512	224.3
2302	3.859		2861	34.4	512	224.0
2303	3.969		2873	34.2	512	225.0
2304	3.734		2874	34.2	512	225.0
2305	3.859		2879	34.2	512	225.3
2306	4.656		2894	34.0	512	226.5
2307	4.000		2884	34.1	512	225.7
2308	4.094		2870	34.3	512	224.5
2309	4.094		2877	34.2	512	225.0
2310	3.984		2868	34.3	512	224.3
2311	4.188		2872	34.2	512	224.5
2312	3.844		2880	34.1	512	225.1
2313	5.656		2893	34.0	512	226.1
2314	3.984		2875	34.2	512	224.6
2315	4.062		2868	34.3	512	224.0
2316	3.844		2871	34.2	512	224.2
2317	4.062		2878	34.2	512	224.7
2318	3.828		2873	34.2	512	224.2
2319	4.219		2858	34.4	512	223.0
2320	3.875		2861	34.4	512	223.2
2321	3.875		2874	34.2	512	224.2
2322	4.438		2881	34.1	512	224.7
2323	3.984		2865	34.3	512	223.4
2324	4.156		2886	34.1	512	225.0
2325	3.969		2872	34.2	512	223.8
2326	3.859		2864	34.3	512	223.2
2327	4.094		2864	34.3	512	223.1
2328	3.812		2885	34.1	512	224.7
2329	4.031		2875	34.2	512	223.9
2330	4.094		2870	34.3	512	223.4
2331	4.156		2867	34.3	512	223.1
2332	3.953		2884	34.1	512	224.4
2333	3.953		2874	34.2	512	223.6
2334	3.859		2878	34.2	512	223.9
2335	3.969		2965	33.2	768	230.6
2336	4.188		3028	32.5	768	235.4
2337	4.000		2984	32.9	768	231.9
2338	3.844		2958	33.2	768	229.9
2339	3.984		2967	33.1	768	230.5
2340	4.562		2962	33.2	768	230.1
2341	3.719		2937	33.5	768	228.1
2342	3.891		2951	33.3	768	229.2
2343	3.984		2960	33.2	768	229.8
2344	3.953		2929	33.6	768	227.3
2345	4.125		2932	33.5	768	227.5
2346	3.781		2955	33.3	768	229.3
2347	3.891		2951	33.3	768	228.9
2348	4.156		2938	33.5	768	227.9
2349	4.062		2928	33.6	768	227.0
2350	3.797		2957	33.2	768	229.3
2351	3.859		2933	33.5	768	227.3
2352	3.719		2957	33.2	768	229.1
2353	3.969		2932	33.5	768	227.2
2354	3.938		2932	33.5	768	227.1
2355	3.859		2945	33.4	768	228.0
2356	3.906		2910	33.8	768	225.3
2357	3.875		2926	33.6	768	226.5
2358	4.188		2925	33.6	768	226.3
2359	4.156		2945	33.4	768	227.8
2360	3.891		2924	33.6	768	226.2
2361	3.922		2939	33.4	768	227.3
2362	3.969		2957	33.2	768	228.6
2363	3.812		2941	33.4	768	227.3
2364	3.984		2933	33.5	768	226.7
2365	3.594		2920	33.7	768	225.6
2366	3.875		2924	33.6	768	225.9
2367	3.953		2906	33.8	768	224.4
2368	3.766		2935	33.5	768	226.7
2369	3.984		2908	33.8	768	224.5
2370	3.891		2929	33.6	768	226.1
2371	4.062		2982	33.0	768	230.1
2372	3.812		2963	33.2	768	228.6
2373	3.922		2948	33.3	768	227.4
2374	4.094		2971	33.1	768	229.1
2375	3.891		2931	33.5	768	225.9
2376	4.031		2918	33.7	768	224.9
2377	3.812		2955	33.3	768	227.7
2378	3.891		2922	33.6	768	225.1
2379	3.891		2945	33.4	768	226.9
2380	3.969		2919	33.7	768	224.8
2381	4.156		2942	33.4	768	226.6
2382	3.922		2953	33.3	768	227.3
2383	3.844		2936	33.5	768	226.0
2384	3.625		2944	33.4	768	226.5
2385	4.188		2927	33.6	768	225.2
2386	4.188		3000	32.8	768	230.7
2387	3.953		2964	33.2	768	227.9
2388	4.344		2988	32.9	768	229.7
2389	3.953		2924	33.6	768	224.8
2390	3.734		2927	33.6	768	225.0
2391	3.844		2945	33.4	768	226.3
2392	4.125		2968	33.1	768	228.0
2393	4.000		2966	33.1	768	227.8
2394	3.672		2945	33.4	768	226.1
2395	4.062		2960	33.2	768	227.2
2396	3.703		2939	33.4	768	225.6
2397	3.656		2923	33.6	768	224.3
2398	3.719		2925	33.6	768	224.4
2399	4.094		2942	33.4	768	225.6
2400	3.750		2968	33.1	768	227.6
2401	3.828		2965	33.2	768	227.3
2402	3.984		2942	33.4	768	225.5
2403	4.469		2981	33.0	768	228.4
2404	4.062		2945	33.4	768	225.6
2405	3.922		2928	33.6	768	224.3
2406	4.219		3008	32.7	768	230.4
2407	3.859		2953	33.3	768	226.1
2408	3.766		2951	33.3	768	225.9
2409	4.094		2935	33.5	768	224.6
2410	4.031		2932	33.5	768	224.3
2411	4.031		2980	33.0	768	228.0
2412	3.750		2950	33.3	768	225.6
2413	3.734		2999	32.8	768	229.3
2414	4.062		3011	32.6	768	230.2
2415	3.750		2976	33.0	768	227.5
2416	3.859		2932	33.5	768	224.0
2417	3.797		2929	33.6	768	223.8
2418	4.062		2952	33.3	768	225.5
2419	4.062		2954	33.3	768	225.6
2420	3.750		2953	33.3	768	225.4
2421	3.781		2964	33.2	768	226.2
2422	3.859		2957	33.2	768	225.7
2423	3.656		2940	33.4	768	224.3
2424	4.125		2978	33.0	768	227.2
2425	4.000		2951	33.3	768	225.1
2426	4.062		2952	33.3	768	225.1
2427	3.797		2942	33.4	768	224.3
2428	3.938		2951	33.3	768	224.9
2429	3.656		2936	33.5	768	223.7
2430	3.500		2941	33.4	768	224.0
2431	4.031		2951	33.3	768	224.8
2432	3.906		2958	33.2	768	225.3
2433	3.812		2940	33.4	768	223.8
2434	3.797		2946	33.4	768	224.3
2435	3.797		2956	33.3	768	225.0
2436	3.625		2952	33.3	768	224.6
2437	3.859		2978	33.0	768	226.5
2438	3.891		2947	33.4	768	224.1
2439	3.969		2963	33.2	768	225.3
2440	3.797		2946	33.4	768	224.0
2441	3.516		2966	33.1	768	225.4
2442	3.812		2949	33.3	768	224.1
2443	3.734		2943	33.4	768	223.5
2444	4.188		2960	33.2	768	224.8
2445	4.094		2956	33.3	768	224.5
2446	3.797		2913	33.7	768	221.2
2447	3.688		2949	33.3	768	223.8
2448	3.797		2944	33.4	768	223.4
2449	4.062		2978	33.0	768	225.9
2450	4.125		2969	33.1	768	225.2
2451	4.000		2969	33.1	768	225.1
2452	3.641		2968	33.1	768	225.0
2453	3.625		2933	33.5	768	222.3
2454	3.688		2960	33.2	768	224.3
2455	3.781		2954	33.3	768	223.8
2456	3.688		2943	33.4	768	222.9
2457	3.859		2963	33.2	768	224.4
2458	3.750		2936	33.5	768	222.3
2459	4.000		2939	33.4	768	222.5
2460	3.797		2944	33.4	768	222.8
2461	3.844		2934	33.5	768	222.0
2462	3.922		2940	33.4	768	222.4
2463	3.922		2961	33.2	768	223.9
